"lang"
{
"Language"	"latam"
"[english]DOTA_Tooltip_ability_phantom_assassin_stifling_dagger_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike"	"Golpe Fantasmal"
"[english]DOTA_Tooltip_ability_phantom_assassin_phantom_strike"	"Phantom Strike"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_Description"	"En inglés: <font color='#F2A93E'>Phantom Strike</font>.\n \nTe teletransporta a una unidad, aliada o enemiga, y te otorga una bonificación de velocidad de ataque al atacar si es una unidad enemiga."
"[english]DOTA_Tooltip_ability_phantom_assassin_phantom_strike_Description"	"Teleports to a unit, friendly or enemy, and grants bonus attack speed while attacking if it's an enemy unit."
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_bonus_max_attack_count"	"ATAQUES MÁXIMOS:"
"[english]DOTA_Tooltip_ability_phantom_assassin_phantom_strike_bonus_max_attack_count"	"MAX ATTACKS:"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_bonus_attack_speed"	"VELOCIDAD DE ATAQUE ADICIONAL:"
"[english]DOTA_Tooltip_ability_phantom_assassin_phantom_strike_bonus_attack_speed"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_tooltip_range"	"ALCANCE:"
"[english]DOTA_Tooltip_ability_phantom_assassin_phantom_strike_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_phantom_assassin_blur"	"Desvanecer"
"[english]DOTA_Tooltip_ability_phantom_assassin_blur"	"Blur"
"DOTA_Tooltip_ability_phantom_assassin_blur_bonus_evasion"	"%EVASIÓN:"
"[english]DOTA_Tooltip_ability_phantom_assassin_blur_bonus_evasion"	"%EVASION:"
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace"	"Golpe de Gracia"
"[english]DOTA_Tooltip_ability_phantom_assassin_coup_de_grace"	"Coup de Grace"
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_Description"	"En inglés: <font color='#F2A93E'>Coup de Grace</font>.\n \nPhantom Assassin refina sus habilidades en combate, obteniendo la posibilidad de infligir un devastador impacto crítico a las unidades enemigas. Daga Sofocante comparte la misma posibilidad de impacto crítico."
"[english]DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_Description"	"Phantom Assassin refines her combat abilities, gaining a chance of delivering a devastating critical strike to enemy units. Stifling Dagger shares the same critical strike chance."
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_crit_chance"	"%POSIBILIDAD DE CRÍTICO:"
"[english]DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_crit_chance"	"%CRITICAL CHANCE:"
"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_crit_bonus"	"%DAÑO POR CRÍTICO:"
"[english]DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_crit_bonus"	"%CRITICAL DAMAGE:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast"	"Explosión de Fuego Espectral"
"[english]DOTA_Tooltip_ability_skeleton_king_hellfire_blast"	"Wraithfire Blast"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_Description"	"En inglés: <font color='#F2A93E'>Wraithfire Blast</font>.\n \nWraith King abrasa a una unidad enemiga con fuego espectral, infligiéndole daño y aturdiéndola, además produce daño a lo largo del tiempo y ralentiza al objetivo."
"[english]DOTA_Tooltip_ability_skeleton_king_hellfire_blast_Description"	"Wraith King sears an enemy unit with spectral fire, dealing damage and stunning, then dealing damage over time and slowing the target."
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_stun_duration"	"DURACIÓN DEL ATURDIMIENTO:"
"[english]DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_tooltip_slow_duration"	"DURACIÓN DE LA RALENTIZACIÓN:"
"[english]DOTA_Tooltip_ability_skeleton_king_hellfire_blast_tooltip_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_slow"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_dot_damage"	"DAÑO POR SEGUNDO:"
"[english]DOTA_Tooltip_ability_skeleton_king_hellfire_blast_blast_dot_damage"	"DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_skeleton_king_vampiric_aura"	"Aura Vampírica"
"[english]DOTA_Tooltip_ability_skeleton_king_vampiric_aura"	"Vampiric Aura"
"DOTA_Tooltip_ability_skeleton_king_vampiric_aura_vampiric_aura"	"%ROBO DE VIDA:"
"[english]DOTA_Tooltip_ability_skeleton_king_vampiric_aura_vampiric_aura"	"%LIFESTEAL:"
"DOTA_Tooltip_ability_skeleton_king_reincarnation"	"Reencarnación"
"[english]DOTA_Tooltip_ability_skeleton_king_reincarnation"	"Reincarnation"
"DOTA_Tooltip_ability_skeleton_king_reincarnation_reincarnate_time"	"TIEMPO DE REENCARNACIÓN:"
"[english]DOTA_Tooltip_ability_skeleton_king_reincarnation_reincarnate_time"	"REINCARNATION TIME:"
"DOTA_Tooltip_ability_drow_ranger_frost_arrows"	"Flechas Gélidas"
"[english]DOTA_Tooltip_ability_drow_ranger_frost_arrows"	"Frost Arrows"
"DOTA_Tooltip_ability_drow_ranger_frost_arrows_frost_arrows_movement_speed"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_drow_ranger_frost_arrows_frost_arrows_movement_speed"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_drow_ranger_silence"	"Silencio"
"[english]DOTA_Tooltip_ability_drow_ranger_silence"	"Silence"
"DOTA_Tooltip_ability_drow_ranger_silence_Description"	"Impide que todas las unidades enemigas en un área objetivo lancen hechizos."
"[english]DOTA_Tooltip_ability_drow_ranger_silence_Description"	"Stops all enemy units in a target area from casting spells."
"DOTA_Tooltip_ability_drow_ranger_silence_silence_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_drow_ranger_silence_silence_radius"	"RADIUS:"
"DOTA_Tooltip_ability_drow_ranger_silence_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_drow_ranger_silence_duration"	"DURATION:"
"DOTA_Tooltip_ability_drow_ranger_trueshot"	"Aura de Precisión"
"[english]DOTA_Tooltip_ability_drow_ranger_trueshot"	"Precision Aura"
"DOTA_Tooltip_ability_drow_ranger_trueshot_trueshot_ranged_damage"	"%DAÑO A DISTANCIA ADICIONAL:"
"[english]DOTA_Tooltip_ability_drow_ranger_trueshot_trueshot_ranged_damage"	"%RANGE DAMAGE BONUS:"
"DOTA_Tooltip_ability_drow_ranger_marksmanship"	"Puntería"
"[english]DOTA_Tooltip_ability_drow_ranger_marksmanship"	"Marksmanship"
"DOTA_Tooltip_ability_drow_ranger_marksmanship_marksmanship_agility_bonus"	"AGILIDAD ADICIONAL:"
"[english]DOTA_Tooltip_ability_drow_ranger_marksmanship_marksmanship_agility_bonus"	"BONUS AGILITY:"
"DOTA_Tooltip_ability_morphling_waveform"	"Forma de Ola"
"[english]DOTA_Tooltip_ability_morphling_waveform"	"Waveform"
"DOTA_Tooltip_ability_morphling_waveform_Description"	"En inglés: <font color='#F2A93E'>Waveform</font>.\n \nMorphling se disuelve y avanza rápidamente hacia un punto, dañando a las unidades enemigas a su paso. Morphling es invulnerable durante Forma de Ola."
"[english]DOTA_Tooltip_ability_morphling_waveform_Description"	"Morphling dissolves into liquid and surges forward, damaging enemy units in his path.  Morphling is invulnerable during Waveform."
"DOTA_Tooltip_ability_morphling_morph_agi"	"Cambio de Atributo (Aumento de Agilidad)"
"[english]DOTA_Tooltip_ability_morphling_morph_agi"	"Attribute Shift (Agility Gain)"
"DOTA_Tooltip_ability_morphling_morph_agi_Description"	"En inglés: <b><font color='#F2A93E'>Attribute Shift (Agility Gain)</font></b>.\n \nMorphling altera su forma y saca puntos de Fuerza para añadírselos a Agilidad. El proceso es reversible. Puntos adicionales en Cambio de Atributo aumentan la velocidad de transferencia de puntos. Otorga Agilidad adicional de forma pasiva."
"[english]DOTA_Tooltip_ability_morphling_morph_agi_Description"	"Morphling shifts its form, pulling points from Strength and pouring them into Agility. The process is reversible.  Additional points in Attribute Shift increase the rate of stat change.  Passively grants bonus Agility."
"DOTA_Tooltip_ability_morphling_morph_str"	"Cambio de Atributo (Aumento de Fuerza)"
"[english]DOTA_Tooltip_ability_morphling_morph_str"	"Attribute Shift (Strength Gain)"
"DOTA_Tooltip_ability_morphling_morph_str_Description"	"En inglés: <b><font color='#F2A93E'>Attribute Shift (Strength Gain)</font></b>.\n \nMorphling altera su forma y saca puntos de Agilidad para añadírselos a Fuerza. El proceso es reversible. Puntos adicionales en Cambio de Atributo aumentan la velocidad de transferencia de puntos. Otorga Fuerza adicional de forma pasiva."
"[english]DOTA_Tooltip_ability_morphling_morph_str_Description"	"Morphling shifts its form, pulling points from Agility and pouring them into Strength. The process is reversible.  Additional points in Attribute Shift increase the rate of stat change.  Passively grants bonus Strength."
"DOTA_Tooltip_ability_morphling_replicate"	"Transformación"
"[english]DOTA_Tooltip_ability_morphling_replicate"	"Morph"
"DOTA_Tooltip_ability_morphling_replicate_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_morphling_replicate_duration"	"DURATION:"
"DOTA_Tooltip_ability_morphling_morph_replicate"	"Fusionar con Duplicado"
"[english]DOTA_Tooltip_ability_morphling_morph_replicate"	"Morph Replicate"
"DOTA_Tooltip_ability_bloodseeker_bloodrage"	"Furia Sangrienta"
"[english]DOTA_Tooltip_ability_bloodseeker_bloodrage"	"Bloodrage"
"DOTA_Tooltip_ability_bloodseeker_bloodrage_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_bloodseeker_bloodrage_duration"	"DURATION:"
"DOTA_Tooltip_ability_bloodseeker_bloodrage_damage_increase_pct"	"%AUMENTO DE DAÑO:"
"[english]DOTA_Tooltip_ability_bloodseeker_bloodrage_damage_increase_pct"	"%DAMAGE INCREASE:"
"DOTA_Tooltip_ability_bloodseeker_blood_bath"	"Rito de Sangre"
"[english]DOTA_Tooltip_ability_bloodseeker_blood_bath"	"Blood Rite"
"DOTA_Tooltip_ability_bloodseeker_blood_bath_Description"	"En inglés: <font color='#F2A93E'>Blood Rite</font>.\n \nBloodseeker consagra un área con sangre sagrada. Tras %delay_plus_castpoint_tooltip% segundos, el ritual se completa, dañado y silenciado a los enemigos atrapados en la zona."
"[english]DOTA_Tooltip_ability_bloodseeker_blood_bath_Description"	"Bloodseeker baptizes an area in sacred blood. After %delay_plus_castpoint_tooltip% seconds the ritual completes, causing any enemies caught in the area to take damage and become silenced."
"DOTA_Tooltip_ability_bloodseeker_thirst"	"Sed"
"[english]DOTA_Tooltip_ability_bloodseeker_thirst"	"Thirst"
"DOTA_Tooltip_ability_bloodseeker_thirst_bonus_movement_speed"	"%VELOCIDAD DE MOVIMIENTO ADICIONAL MÁXIMA POR SED:"
"[english]DOTA_Tooltip_ability_bloodseeker_thirst_bonus_movement_speed"	"%MAX THIRST MOVE SPEED:"
"DOTA_Tooltip_ability_bloodseeker_rupture"	"Rotura"
"[english]DOTA_Tooltip_ability_bloodseeker_rupture"	"Rupture"
"DOTA_Tooltip_ability_bloodseeker_rupture_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_bloodseeker_rupture_duration"	"DURATION:"
"DOTA_Tooltip_ability_bloodseeker_rupture_movement_damage_pct"	"%DAÑO POR MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_bloodseeker_rupture_movement_damage_pct"	"%MOVE DAMAGE:"
"DOTA_Tooltip_ability_axe_berserkers_call"	"Llamada del Berserker"
"[english]DOTA_Tooltip_ability_axe_berserkers_call"	"Berserker's Call"
"DOTA_Tooltip_ability_axe_berserkers_call_Description"	"En inglés: <b><font color='#F2A93E'>Berserker's Call</font></b>.\n \nAxe se burla de las unidades enemigas cercanas, forzándolas a que lo ataquen, y recibe armadura adicional mientras dure el efecto."
"[english]DOTA_Tooltip_ability_axe_berserkers_call_Description"	"Axe taunts nearby enemy units, forcing them to attack him, while he gains bonus armor during the duration."
"DOTA_Tooltip_ability_axe_berserkers_call_Lore"	"El grito de guerra de Mogul Khan obliga a sus oponentes a enfrentarse en una batalla inconquistable contra Axe."
"[english]DOTA_Tooltip_ability_axe_berserkers_call_Lore"	"Mogul Khan's warcry taunts opponents into engaging in an unconquerable battle with the Axe."
"DOTA_Tooltip_ability_axe_berserkers_call_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_axe_berserkers_call_radius"	"RADIUS:"
"DOTA_Tooltip_ability_axe_berserkers_call_bonus_armor"	"ARMADURA ADICIONAL:"
"[english]DOTA_Tooltip_ability_axe_berserkers_call_bonus_armor"	"BONUS ARMOR:"
"DOTA_Tooltip_ability_axe_berserkers_call_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_axe_berserkers_call_duration"	"DURATION:"
"DOTA_Tooltip_ability_axe_battle_hunger"	"Sed de Batalla"
"[english]DOTA_Tooltip_ability_axe_battle_hunger"	"Battle Hunger"
"DOTA_Tooltip_ability_axe_battle_hunger_Lore"	"Los héroes ordinarios no pueden soportar la furia de batalla de Mogul Khan,  hasta el punto de dañarles hasta saciarla."
"[english]DOTA_Tooltip_ability_axe_battle_hunger_Lore"	"Ordinary heroes cannot withstand Mogul Khan's rage for battle, such that it injures them until it is satisfied."
"DOTA_Tooltip_ability_axe_battle_hunger_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_axe_battle_hunger_duration"	"DURATION:"
"DOTA_Tooltip_ability_axe_battle_hunger_slow"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_axe_battle_hunger_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_axe_counter_helix"	"Contraataque Espiral"
"[english]DOTA_Tooltip_ability_axe_counter_helix"	"Counter Helix"
"DOTA_Tooltip_ability_axe_counter_helix_Lore"	"Axe es el único refuerzo que necesita este ejército."
"[english]DOTA_Tooltip_ability_axe_counter_helix_Lore"	"Axe is the only reinforcement this army needs."
"DOTA_Tooltip_ability_axe_counter_helix_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_axe_counter_helix_radius"	"RADIUS:"
"DOTA_Tooltip_ability_axe_counter_helix_trigger_chance"	"%POSIBILIDAD DE CONTRAATAQUE:"
"[english]DOTA_Tooltip_ability_axe_counter_helix_trigger_chance"	"%CHANCE TO HELIX:"
"DOTA_Tooltip_ability_axe_culling_blade"	"Hoja Selectiva"
"[english]DOTA_Tooltip_ability_axe_culling_blade"	"Culling Blade"
"DOTA_Tooltip_ability_axe_culling_blade_Description"	"En inglés: <b><font color='#F2A93E'>Culling Blade</font></b>.\n \nAxe detecta las debilidades y ataca, matando instantáneamente a una unidad enemiga con poca vida o infligiendo daño moderado. Cuando un héroe enemigo es asesinado con Hoja Selectiva, el tiempo de recarga se reinicia y Axe y las unidades aliadas cercanas obtienen velocidad de movimiento adicional."
"[english]DOTA_Tooltip_ability_axe_culling_blade_Description"	"Axe spots a weakness and strikes, instantly killing an enemy unit with low health, or dealing moderate damage otherwise. When an enemy hero is killed with Culling Blade, its cooldown is reset, and Axe and nearby allied units gain bonus movement speed."
"DOTA_Tooltip_ability_axe_culling_blade_Lore"	"Mogul Khan es la personificación de la batalla y la furia, lanzándose a una muerte horrible contra aquellos que se atrevan a enfrentarse a Axe en combate."
"[english]DOTA_Tooltip_ability_axe_culling_blade_Lore"	"Mogul Khan is the embodiment of battle and fury, launching into a gruesome fatality against those who dare engage the Axe in combat."
"DOTA_Tooltip_ability_axe_culling_blade_kill_threshold"	"LÍMITE PARA MATAR:"
"[english]DOTA_Tooltip_ability_axe_culling_blade_kill_threshold"	"KILL THRESHOLD:"
"DOTA_Tooltip_ability_phantom_lancer_spirit_lance"	"Lanza Espiritual"
"[english]DOTA_Tooltip_ability_phantom_lancer_spirit_lance"	"Spirit Lance"
"DOTA_Tooltip_ability_phantom_lancer_doppelwalk"	"Doppelganger"
"[english]DOTA_Tooltip_ability_phantom_lancer_doppelwalk"	"Doppelganger"
"DOTA_Tooltip_ability_phantom_lancer_juxtapose"	"Yuxtaponer"
"[english]DOTA_Tooltip_ability_phantom_lancer_juxtapose"	"Juxtapose"
"DOTA_Tooltip_ability_phantom_lancer_juxtapose_Description"	"En inglés: <font color='#F2A93E'>Juxtapose</font>.\n \nPhantom Lancer tienen la posibilidad de dividir su ser, creando una ilusión de sí mismo. Las ilusiones también tienen la posibilidad de volver a dividirse. Las ilusiones creadas por Phantom Lancer duran %illusion_duration% segundos, mientras que las creadas a partir de otras ilusiones duran %illusion_from_illusion_duration% segundos."
"[english]DOTA_Tooltip_ability_phantom_lancer_juxtapose_Description"	"Phantom Lancer has a chance to fracture his presence, creating an illusion of himself. Illusions also have a chance to fracture further. Illusions created from Phantom Lancer last for %illusion_duration% seconds, while illusions created from other illusions last %illusion_from_illusion_duration% seconds."
"DOTA_Tooltip_ability_razor_plasma_field"	"Campo de Plasma"
"[english]DOTA_Tooltip_ability_razor_plasma_field"	"Plasma Field"
"DOTA_Tooltip_ability_razor_plasma_field_damage_min"	"DAÑO MÍNIMO:"
"[english]DOTA_Tooltip_ability_razor_plasma_field_damage_min"	"DAMAGE MIN:"
"DOTA_Tooltip_ability_razor_plasma_field_damage_max"	"DAÑO MÁXIMO:"
"[english]DOTA_Tooltip_ability_razor_plasma_field_damage_max"	"DAMAGE MAX:"
"DOTA_Tooltip_ability_razor_plasma_field_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_razor_plasma_field_radius"	"RADIUS:"
"DOTA_Tooltip_ability_razor_static_link"	"Vínculo Estático"
"[english]DOTA_Tooltip_ability_razor_static_link"	"Static Link"
"DOTA_Tooltip_ability_razor_static_link_drain_rate"	"FRECUENCIA DE DRENAJE DE DAÑO:"
"[english]DOTA_Tooltip_ability_razor_static_link_drain_rate"	"DAMAGE DRAIN RATE:"
"DOTA_Tooltip_ability_razor_static_link_drain_length"	"DURACIÓN DEL VÍNCULO:"
"[english]DOTA_Tooltip_ability_razor_static_link_drain_length"	"LINK DURATION:"
"DOTA_Tooltip_ability_razor_static_link_drain_duration"	"DURACIÓN DE LA MEJORA:"
"[english]DOTA_Tooltip_ability_razor_static_link_drain_duration"	"BUFF DURATION:"
"DOTA_Tooltip_ability_razor_unstable_current_movement_speed_pct"	"%VELOCIDAD ADICIONAL:"
"[english]DOTA_Tooltip_ability_razor_unstable_current_movement_speed_pct"	"%BONUS SPEED:"
"DOTA_Tooltip_ability_razor_eye_of_the_storm"	"Ojo de la Tormenta"
"[english]DOTA_Tooltip_ability_razor_eye_of_the_storm"	"Eye of the Storm"
"DOTA_Tooltip_ability_razor_eye_of_the_storm_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_razor_eye_of_the_storm_radius"	"RADIUS:"
"DOTA_Tooltip_ability_razor_eye_of_the_storm_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_razor_eye_of_the_storm_duration"	"DURATION:"
"DOTA_Tooltip_ability_storm_spirit_static_remnant"	"Remanente Estático"
"[english]DOTA_Tooltip_ability_storm_spirit_static_remnant"	"Static Remnant"
"DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage_radius"	"RADIO:"
"[english]DOTA_Tooltip_ability_storm_spirit_static_remnant_static_remnant_damage_radius"	"RADIUS:"
"DOTA_Tooltip_ability_storm_spirit_electric_vortex"	"Vórtice Eléctrico"
"[english]DOTA_Tooltip_ability_storm_spirit_electric_vortex"	"Electric Vortex"
"DOTA_Tooltip_ability_storm_spirit_electric_vortex_duration_tooltip"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_storm_spirit_electric_vortex_duration_tooltip"	"DURATION:"
"DOTA_Tooltip_ability_storm_spirit_overload"	"Sobrecarga"
"[english]DOTA_Tooltip_ability_storm_spirit_overload"	"Overload"
"DOTA_Tooltip_ability_storm_spirit_overload_overload_move_slow"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_storm_spirit_overload_overload_move_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_storm_spirit_overload_overload_attack_slow"	"RALENTIZACIÓN DE ATAQUE:"
"[english]DOTA_Tooltip_ability_storm_spirit_overload_overload_attack_slow"	"ATTACK SLOW:"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning"	"Rayo Esférico"
"[english]DOTA_Tooltip_ability_storm_spirit_ball_lightning"	"Ball Lightning"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_Description"	"En inglés: <font color='#F2A93E'>Ball Lightning</font>.\n \nStorm Spirit se transforma en electricidad volátil, cargando a través del mapa hasta que agota su maná o alcanza su objetivo. El coste de activación es de %ball_lightning_initial_mana_base%+%ball_lightning_initial_mana_percentage%%% de su reserva total de maná y el coste por cada 100 unidades recorridas es de %ball_lightning_travel_cost_base% + un 0.75%% de su reserva total de maná. El daño es expresado en daño por cada 100 unidades recorridas."
"[english]DOTA_Tooltip_ability_storm_spirit_ball_lightning_Description"	"Storm Spirit becomes volatile electricity, charging across the battlefield until he depletes his mana or reaches his target. The activation mana cost is %ball_lightning_initial_mana_base%+%ball_lightning_initial_mana_percentage%%% of his total mana pool, and the cost per 100 units traveled is %ball_lightning_travel_cost_base%+%ball_lightning_travel_cost_percent%%% of his total mana pool.  Damage is expressed in damage per 100 units traveled."
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_move_speed"	"VELOCIDAD:"
"[english]DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_move_speed"	"SPEED:"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_aoe"	"RADIO:"
"[english]DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_aoe"	"RADIUS:"
"DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_travel_cost_percent"	"%MANÁ CONSUMIDO POR UNIDAD:"
"[english]DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_travel_cost_percent"	"%MANA DRAIN PER UNIT:"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova"	"Explosión Cristalina"
"[english]DOTA_Tooltip_ability_crystal_maiden_crystal_nova"	"Crystal Nova"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Description"	"En inglés: <font color='#F2A93E'>Crystal Nova</font>.\n \nUna explosión de hielo dañino ralentiza la velocidad de movimiento y la frecuencia de ataque de los enemigos en el área objetivo."
"[english]DOTA_Tooltip_ability_crystal_maiden_crystal_nova_Description"	"A burst of damaging frost slows enemy movement and attack rate in the targeted area."
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_crystal_maiden_crystal_nova_duration"	"DURATION:"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_movespeed_slow"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_crystal_maiden_crystal_nova_movespeed_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_attackspeed_slow"	"RALENTIZACIÓN DE ATAQUE:"
"[english]DOTA_Tooltip_ability_crystal_maiden_crystal_nova_attackspeed_slow"	"ATTACK SLOW:"
"DOTA_Tooltip_ability_crystal_maiden_frostbite"	"Congelación"
"[english]DOTA_Tooltip_ability_crystal_maiden_frostbite"	"Frostbite"
"DOTA_Tooltip_ability_crystal_maiden_frostbite_duration"	"DURACIÓN EN HÉROES:"
"[english]DOTA_Tooltip_ability_crystal_maiden_frostbite_duration"	"HERO DURATION:"
"DOTA_Tooltip_ability_crystal_maiden_brilliance_aura"	"Aura Arcana"
"[english]DOTA_Tooltip_ability_crystal_maiden_brilliance_aura"	"Arcane Aura"
"DOTA_Tooltip_ability_crystal_maiden_freezing_field"	"Campo Congelante"
"[english]DOTA_Tooltip_ability_crystal_maiden_freezing_field"	"Freezing Field"
"DOTA_Tooltip_ability_crystal_maiden_freezing_field_movespeed_slow"	"%RALENTIZACIÓN DE MOVIMIENTO:"
"[english]DOTA_Tooltip_ability_crystal_maiden_freezing_field_movespeed_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_kunkka_torrent"	"Torrente"
"[english]DOTA_Tooltip_ability_kunkka_torrent"	"Torrent"
"DOTA_Tooltip_ability_kunkka_torrent_Description"	"En inglés: <font color='#F2A93E'>Torrent</font>.\n \nInvoca un torrente ascendente que, tras un breve retraso, lanza a unidades enemigas al aire aturdiéndolas, infligiéndoles daño y ralentizándolas."
"[english]DOTA_Tooltip_ability_kunkka_torrent_Description"	"Summons a rising torrent that, after a short delay, hurls enemy units into the sky, stunning, dealing damage and slowing movement speed."
"DOTA_Tooltip_ability_kunkka_torrent_delay"	"RETRASO:"
"[english]DOTA_Tooltip_ability_kunkka_torrent_delay"	"DELAY:"
"DOTA_Tooltip_ability_kunkka_torrent_slow_duration"	"DURACIÓN DE LA RALENTIZACIÓN:"
"[english]DOTA_Tooltip_ability_kunkka_torrent_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_kunkka_torrent_stun_duration"	"DURACIÓN DEL ATURDIMIENTO:"
"[english]DOTA_Tooltip_ability_kunkka_torrent_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_kunkka_tidebringer"	"Clamamareas"
"[english]DOTA_Tooltip_ability_kunkka_tidebringer"	"Tidebringer"
"DOTA_Tooltip_ability_kunkka_tidebringer_Description"	"En inglés: <font color='#F2A93E'>Tidebringer</font>.\n \nLa legendaria espada de Kunkka le otorga daño adicional además de hendir una gran área delante de él con un solo ataque."
"[english]DOTA_Tooltip_ability_kunkka_tidebringer_Description"	"Kunkka's legendary sword grants increased damage and cleaves a large area of effect in front of him for a single strike."
"DOTA_Tooltip_ability_kunkka_tidebringer_damage_bonus"	"DAÑO ADICIONAL:"
"[english]DOTA_Tooltip_ability_kunkka_tidebringer_damage_bonus"	"DAMAGE BONUS:"
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot"	"La X Señala el Lugar"
"[english]DOTA_Tooltip_ability_kunkka_x_marks_the_spot"	"X Marks the Spot"
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Description"	"En inglés: <font color='#F2A93E'>X Marks the Spot</font>.\n \nMarca la posición de un héroe aliado o enemigo con una X y lo devuelve a ese lugar tras unos segundos. Kunkka puede activar el retorno en cualquier momento de su duración. Dura el doble en héroes aliados."
"[english]DOTA_Tooltip_ability_kunkka_x_marks_the_spot_Description"	"Targets a friendly or enemy Hero, marks their position with an X, and returns them to it after several seconds.  Kunkka can trigger the return at any time during the duration. Lasts twice as long on allied heroes."
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_duration"	"RETRASO EN ENEMIGOS:"
"[english]DOTA_Tooltip_ability_kunkka_x_marks_the_spot_duration"	"ENEMY DELAY:"
"DOTA_Tooltip_ability_kunkka_x_marks_the_spot_tooltip_range"	"ALCANCE:"
"[english]DOTA_Tooltip_ability_kunkka_x_marks_the_spot_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_kunkka_return"	"Regreso"
"[english]DOTA_Tooltip_ability_kunkka_return"	"Return"
"DOTA_Tooltip_ability_kunkka_return_Description"	"En inglés: <font color='#F2A93E'>Return</font>.\n \nDevuelve al héroe marcado a la X."
"[english]DOTA_Tooltip_ability_kunkka_return_Description"	"Returns the marked hero to the X."
"DOTA_Tooltip_ability_kunkka_ghostship"	"Barco Fantasma"
"[english]DOTA_Tooltip_ability_kunkka_ghostship"	"Ghostship"
