"dota"
{
"DOTA_Accept"	"接受"
"DOTA_econ_item_details_item_name"	"{s:item_name}"
"DOTA_econ_item_details_item_set"	"<font color='#dddddd'>{s:item_set}</font>其中一物"
"DOTA_econ_item_details_rarity_label"	"稀有度："
"DOTA_econ_item_details_item_rarity"	"{s:item_rarity}"
"DOTA_econ_item_details_item_slot"	"欄位：{s:item_slot}"
"DOTA_econ_item_details_item_description"	"{s:item_description}"
"DOTA_econ_item_details_gem_type"	"{s:gem_type}"
"DOTA_econ_item_details_gem_strange_count"	"{d:strange_count}"
"DOTA_econ_item_details_gem_description"	"{s:gem_description}"
"DOTA_Treasure_Name"	"{s:treasure_name}"
"DOTA_Treasure_Rarity"	"<span class=\"ItemRarityColor\">{s:treasure_rarity}</span> 寶藏"
"DOTA_Voice_Party"	"團隊語音"
"custom_game_mismatch_title"	"自訂遊戲數據不相符"
"custom_game_team_select"	"選擇隊伍"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_shuffle"	"隨機選隊"
"custom_game_team_select_auto_start"	"自動開始"
"custom_game_team_select_starting"	"啟動中"
"custom_game_team_select_join"	"加入"
"custom_game_team_select_empty_slot"	"空的欄位"
"custom_game_team_select_auto_assign"	"自動分配"
"custom_game_default_gameinfo_text"	"這裡還沒有東西，請靜待此自訂遊戲添加更多資訊！"
"CouldntFindCompendium"	"無法載入手冊測試文件：%s1"
"CompendiumPageError_Pages"	"無法在數據文檔中找到「頁面」框。"
"CompendiumPageError_Template"	"無法找到「模板」入口的「%s1」手冊頁面（頁面編號 %s2）"
"CompendiumPageError_Template2"	"無法在手冊頁面「%s2」中找到名為「%s1」的模板"
"CompendiumPageError_Image"	"無法在手冊頁面「%s2」中找到名為「%s1」的圖檔"
"CompendiumPageError_Text"	"無法在手冊頁面「%s2」中找到名為「%s1」的文本框"
"CompendiumPageError_Video"	"在手冊頁面「%s2」中無法找到名稱「%s1」的影像"
"CompendiumPageError_Scrollbar"	"無法在互動手冊的第 \\'%s2\\' 中找到名為「 \\'%s1\\' 」的滾動條"
"CompendiumPageError_Selection"	"無法在手冊頁面「%s2」中找到名為「%s1」的選項"
"CompendiumPageError_PageNames"	"第 %s1 號內頁使用了與其它頁數相同的名稱。每一頁的名稱皆不得重複。"
"CompendiumPageError_CustomText"	"在手冊頁面「%s2」的自訂文字區塊「%s1」發生了錯誤"
"CompendiumPageError_CustomImg"	"自訂影像區塊發生了錯誤「%s1」"
"CompendiumPageError_CustomBar"	"聯賽手冊頁面 「%s2」的自訂進度條「%s1」錯誤"
"CompendiumPageError_CustomEle"	"在手冊頁面「%s2」中的自訂元件「%s1」實例化失敗"
"CompendiumPageError_CTFont"	"在手冊頁面「%s2」中有無效指定字體屬性「%s1」。有效字體屬性：\\\ntext, textbold, title"
"CompendiumPageError_CTAlign"	"在手冊頁面「%s2」中有無效指定對齊方式「%s1」。有效對齊屬性：\\\n left, right, center"
"CompendiumPageError_CTDepth"	"無效深度「%s1」。有效深度屬性：\\\n front, back"
"CompendiumPageError_LinePos"	"第 %s1 行沒有開始和結束位置方格。"
"CompendiumPageError_CTPoints"	"自訂文本「{s:s2}」點數部份的的選擇索引「{s:s1}」無效。"
"CompendiumPageError_CTPoints2"	"自訂文本「{s:s2}」點數部份的的選擇索引「{s:s1}」無效。無法在該索引中找到選項。"
"CompendiumPageError_SelDesc"	"無法在手冊頁面「%s2」中找到選項「%s1」的描述關鍵詞"
"CompendiumPageError_Points"	"手冊頁面「{s:s2}」的選項「{s:s1}」「點數（points）」遺失（或為零）"
"CompendiumPageError_SelType"	"手冊頁面「%s2」的選項「%s1」的「選擇類型」丟失"
"CompendiumPageError_BarType"	"遺失聯賽手冊頁面「%s2」的進度條「%s1」資料"
"CompendiumPageError_NoTime"	"「%s2」中的選項「%s1」中指定的「time」找不到或無效"
"CompendiumPageError_ElementType"	"互動手冊第 \\'%s2\\' 頁中 \\'%s1\\' 的 \\'elementtype\\' 遺失或無效。"
"CompendiumPageError_SelTimer"	"在手冊頁面「%s2」上有名為「%s1」的未知計時器"
"CompendiumPageError_BadElement"	"手冊頁面「%s2」中含有名叫「%s1」的未知 SF 元件"
"CompendiumPageError_SelNoTimer"	"在手冊頁面「%s1」中無法找到計時器（根據選項此處需要計時器）"
"CompendiumPageError_SelUnknown"	"選項「%s2」的「%s1」「choice_type」無效"
"CompendiumPageError_BarUnknown"	"選項「%s2」中的「%s1」資料無效"
"CompendiumPageError_SelChoices"	"手冊頁面「%s2」中選項「%s1」的選擇框丟失"
"CompendiumPageError_NoHero"	"無法在選項「%s2」中找到英雄編號為「%s1」的英雄"
"CompendiumPageError_Unknown"	"手冊內部邏輯錯誤。請聯絡 Valve 以解決此問題。"
"CompendiumPageError_ImageDL"	"無法開始下載手冊頁面的圖檔「{s:s1}」（{s:s2}）"
"CompendiumPageError_ImageDLErr"	"下載手冊頁面「%s1」圖檔失敗（%s2）"
"CompendiumPageError_BtnNoElem"	"找不到「selection_elements」區塊可供在手冊頁面「%s2」內的按鈕「%s1」使用"
"CompendiumPageError_BtnBadVal"	"按鈕「%s2」中的選擇數值「%s1」未在該選擇索引的選擇列表當中"
"CompendiumPageError_BtnBadSel"	"元素「%s1」中的「selection_force_to」設置未在選擇列表「%s2」中"
"CompendiumPageError_BtnSelIdx"	"在手冊頁面「%2」中的按鈕「%1」找不到或無效的「selection_index」"
"CompendiumPageError_CmdSelIdx"	"手冊頁面「%s2」中的元件「%s1」找不到或有著無效的「selection_index」或「force_selection_index」指令"
"CompendiumPageError_ImgSelIdx"	"圖片「%s2」中「%s1」的「selection_index」無效。"
"CompendiumPageError_ImgShowSelIdx"	"圖片「%s2」中「%s1」的「show_selection_index」無效。"
"CompendiumPageError_ImgSelVal"	"在「show_selection_images」部分中的影像「%s2」的選擇「%s1」無效。"
"CompendiumPageError_ImgBadStyle"	"圖片「{s:s2}」的圖片樣式「{s:s1}」有誤。"
"CompendiumPageError_DynTxtSel"	"手冊頁面「%s2」中的文字「%s1」包含無效的 % selection_X %。該索引不能有著預先登記的選項。"
"CompendiumPageError_NoTxtList"	"無法找到在頁面「%s2」中找到名為「%s1」的文字列表"
"CompendiumPageError_TOCPage"	"table_of_contents_page 的頁面「%s1」不存在。"
"CompendiumPageError_SelIndex"	"在手冊頁面「%s2」中選項「%s1」的「selection_index」丟失或無效"
"CompendiumPageError_SelUsed"	"在手冊頁面「%s2」的選擇「%s1」沒有唯一「selection_index」"
"CompendiumPageError_SelVal"	"在手冊頁面「%s2」中選項「%s1」有相同數值的選擇。"
"CompendiumPageError_SelValInv"	"在手冊頁面「%s2」中選項「%s1」有帶有數值（<= 0）的選擇。選擇值必須大於 0。"
"CompendiumPageError_SelTTVal"	"在互動手冊頁面「%s2」內的「%s1」選項中有著數值不在列表中的 tooltip_data 項目。"
"CompendiumPageError_NoAnswer"	"互動手冊頁面「%s2」中的選項「%s1」在「result」部分中沒有「answer」或「answers」鍵值"
"CompendiumPageError_MissAnswer"	"互動手冊頁面「%s2」中的選項「%s1」有著不符合任何對應選擇的「answer」或「answers」鍵值"
"CompendiumPageError_Timer"	"計時器「%s1」的時間無效"
"CompendiumPageError_UnknownAction"	"物件「%s1」參照了未知動作「%s2」"
"CompendiumPageError_SameElement"	"系統在第 \\'%s2\\' 頁中發現了數個名為「 \\'%s1\\' 」 的元素。"
"CompendiumPageError_DupeKey"	"Keyvalues 區塊「%s1」含有多個同樣名為「%s2」的按鍵。"
"CompendiumError_Template"	"無法找到名為「%s1」的模板"
"CompendiumError_DupeTemplate"	"找到多個名為「%s1」的範本。"
"CompendiumError_NoDefines"	"範本「{s:s1}」需要定義，但它的實例「{s:s2}」並沒有「defines（定義）」區塊。"
"CompendiumError_MissingDef"	"實例「{s:s1}」所衍自的模板需要它包含一個名為「{s:s2}」的定義。"
"CompendiumError_BadDef"	"衍生出的實例「%s1」得要包含著一個需要不以「%def」開頭的定義名稱「%s2」。"
"CompendiumError_FailedXMLWrite"	"無法為頁面 '{s:s1}' 將 XML 寫入至名為 '{s:s2}' 的檔案。"
"CompendiumError_FailedCSSWrite"	"無法為頁面 '{s:s1}' 將 CSS 寫入至名為 '{s:s2}' 的檔案。"
"DOTA_GlobalItems_Companions"	"伙伴"
"DOTA_GlobalItems_Couriers"	"信使"
"DOTA_GlobalItems_Pets"	"寵物"
"DOTA_GlobalItems_World"	"地圖"
"DOTA_GlobalItems_Wards"	"守衛"
"DOTA_GlobalItems_Effigies"	"英雄雕像"
"DOTA_GlobalItems_Weather"	"天氣效果"
"DOTA_GlobalItems_Interface"	"介面"
"DOTA_GlobalItems_Emoticons"	"表情符號"
"DOTA_GlobalItems_LoadingScreens"	"載入畫面"
"DOTA_GlobalItems_HUDs"	"HUD 介面"
"DOTA_GlobalItems_Audio"	"音訊"
"DOTA_GlobalItems_Announcers"	"廣播語音包"
"DOTA_GlobalItems_Music"	"音樂"
"DOTA_Search"	"搜尋"
"DOTA_Start"	"開始"
"DOTA_PleaseWait"	"請稍候..."
"DOTA_ProfileCard_HeroHover"	"顯示內容："
"DOTA_ChallengeGroup_2_Desc"	"在無壓力的環境練習和由電腦玩家操控的敵手和隊友進行遊戲。"
"DOTA_ChatTab_ToggleSounds"	"在此頻道收到訊息時播放音效。"
"dota_lobby_balanced_shuffle"	"平衡換隊"
"dota_lobby_swap_teams"	"交換隊伍"
"dota_lobby_unassigned_players"	"未分配玩家"
"dota_lobby_broadcast_channels"	"開關導播頻道"
"dota_lobby_settings"	"大廳設定"
"dota_lobby_settings_edit"	"編輯"
"dota_lobby_leave"	"離開此大廳"
"DOTA_Custom_Game_View_Lobby_List"	"檢視大廳列表"
"DOTA_Custom_Game_Lobby_List_Title"	"大廳列表"
"DOTA_Custom_Game_Browse_All"	"瀏覽所有遊戲"
"DOTA_Custom_Game_Friends_Ready"	"準備就緒的好友"
"DOTA_Custom_Game_Friends_Who_Play"	"有玩過的好友"
"DOTA_Custom_Game_Browse_Sort"	"分類："
"DOTA_Custom_Game_Sort_Popular_Today"	"最高評價（本日）"
"DOTA_Custom_Game_Sort_Popular_Week"	"最高評價（本週）"
"DOTA_Custom_Game_Sort_Top_Rated"	"最高評價（有史以來）"
"DOTA_Custom_Game_Sort_Date"	"發佈日期"
"DOTA_WatchLive_WatchLabel"	"前往觀看："
"DOTA_WatchLive_ThirdParty"	"第三方"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"遊戲中"
"DOTA_WatchLive_Broadcaster0"	"觀看 {g:dota_persona:b:broadcaster_account_id_0}"
"DOTA_WatchLive_Broadcaster1"	"觀看 {g:dota_persona:b:broadcaster_account_id_1}"
"DOTA_WatchLive_Broadcaster2"	"觀看 {g:dota_persona:b:broadcaster_account_id_2}"
"DOTA_WatchLive_Broadcaster3"	"觀看 {g:dota_persona:b:broadcaster_account_id_3}"
"DOTA_WatchLive_Broadcaster4"	"觀看 {g:dota_persona:b:broadcaster_account_id_4}"
"DOTA_WatchLive_Broadcaster5"	"觀看 {g:dota_persona:b:broadcaster_account_id_5}"
"DOTA_WatchLive_Broadcaster6"	"觀看 {g:dota_persona:b:broadcaster_account_id_6}"
"DOTA_WatchLive_Broadcaster7"	"觀看 {g:dota_persona:b:broadcaster_account_id_7}"
"DOTA_WatchLive_Broadcaster8"	"觀看 {g:dota_persona:b:broadcaster_account_id_8}"
"DOTA_WatchLive_Broadcaster9"	"觀看 {g:dota_persona:b:broadcaster_account_id_9}"
"dota_matchmaking_region_title_confirm"	"確認配對地區"
"dota_play_lobby_games"	"檢視大廳"
"dota_play_host_loading"	"主機載入中…"
"dota_play_connecting_to_server"	"正在連線..."
"dota_reconnecting"	"正在重新連線..."
"dota_matchmaking_regions_retry"	"重試"
"dota_matchmaking_region_ping_calculating"	"延遲：計算中..."
"dota_matchmaking_region_ping_failed"	"延遲：失敗"
"dota_matchmaking_region_or"	"或"
"dota_matchmaking_region_selected_offline"	"所選的伺服器中有一個或數個暫時離線。"
"dota_matchmaking_region_selected_unreachable"	"無法與所選的地區伺服器確認建立連線。"
"dota_matchmaking_region_all_unavailable"	"無法與任何伺服器連線。請確認您的網路連線狀態。"
"dota_matchmaking_region_check_internet"	"檢查您的網路連線"
"dota_matchmaking_region_poor_choices"	"目前選中的伺服器可能會出現連線較為緩慢的情況。"
"dota_settings_hide_party_unless_open"	"當我不在公開團隊中時隱藏團隊狀態"
"dota_settings_open_party_manual_accept_invites"	"當我身處於公開團隊時不自動接受團隊邀請"
"dota_settings_networkhud"	"顯示網路資訊"
"dota_settings_fullscreenbrightness"	"亮度"
"dota_settings_dashboard_renderquality"	"高解析度主介面"
"dota_settings_lowlatency_audio"	"自動偵測音訊延遲"
"dota_settings_quicktargetattack"	"快速攻擊"
"dota_settings_chat_whispers"	"以悄悄話的方式顯示 Steam 訊息"
"dota_settings_no_mode_resolutions"	"無支援的解析度"
"DOTA_Settings_Tooltip_QuickTargetAttack"	"令【移動攻擊/強制攻擊鍵】會省略點擊確認步驟，直接朝滑鼠游標的目前位置下達。"
"dota_lobby_browser_header_name"	"大廳名稱"
"dota_lobby_browser_header_slots"	"位置"
"dota_lobby_browser_header_game_mode"	"遊戲模式"
"dota_lobby_browser_region"	"地區"
"dota_lobby_browser_lobby_name"	"大廳名稱"
"DOTA_Friend_Game_Mode_Self"	"您正在 {s:game_mode} 遊戲中"
"DOTA_Friend_Game_Mode_1_Friend"	"{s:player_name} 正在玩 {s:game_mode}"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} 好友正在玩 {s:game_mode}"
"CompendiumError_XMLLoadFail"	"讀取名為「{s:s2}」的 XML 文件中的「{s:s1}」頁面時發生了錯誤。"
"CompendiumError_XMLParseFail"	"解析名為「{s:s2}」的 XML 文件中的「{s:s1}」頁面時發生了錯誤。"
"Compendium_DefaultText_TimerTitle_Active"	"距離選擇關閉還剩"
"Compendium_DefaultText_TimerTitle_Expired"	"選擇已關閉"
"Compendium_DefaultText_CD_Days"	"天"
"Compendium_DefaultText_CD_Hours"	"小時"
"Compendium_DefaultText_CD_Minutes"	"分"
"Compendium_DefaultText_CD_Seconds"	"秒"
"NetGraph_FPS"	"fps： {d:fps}"
"NetGraph_Ping"	"ping: {d:ping}ms"
"NetGraph_Loss"	"loss: {d:loss}%	"
"DOTA_Credits"	"致謝名單"
"DOTA_ActorCredits_1_Name"	"Dee Bradley Baker"
"DOTA_ActorCredits_2_Name"	"Dennis Bateman"
"DOTA_ActorCredits_3_Name"	"Tom Chantler"
"DOTA_ActorCredits_4_Name"	"Merle Dandridge"
"DOTA_ActorCredits_5_Name"	"Barry Dennen"
"DOTA_ActorCredits_6_Name"	"Dave Fennoy"
"DOTA_ActorCredits_7_Name"	"Jim French"
"DOTA_ActorCredits_8_Name"	"Michael Gregory"
"DOTA_ActorCredits_9_Name"	"Gin Hammond"
"DOTA_ActorCredits_10_Name"	"John Patrick Lowrie"
"DOTA_ActorCredits_11_Name"	"Ellen McLain"
"DOTA_ActorCredits_12_Name"	"Bruce Miles"
"DOTA_ActorCredits_13_Name"	"Linda K. Morris"
"DOTA_ActorCredits_13_Extra"	"預設廣播語音"
"DOTA_ActorCredits_14_Name"	"Sam A. Mowry"
"DOTA_ActorCredits_14_Extra"	"祕密商店店主"
"DOTA_ActorCredits_15_Name"	"Eric Newsome"
"DOTA_ActorCredits_16_Name"	"Nolan North"
"DOTA_ActorCredits_17_Name"	"Dempsey Pappion"
"DOTA_ActorCredits_18_Name"	"TJ Ramini"
"DOTA_ActorCredits_18_Heroes"	"abaddon、bristleback、skywrath_mage、shredder"
"DOTA_ActorCredits_19_Name"	"Harry S. Robins"
"DOTA_ActorCredits_20_Name"	"Gary Schwartz"
"DOTA_ActorCredits_21_Name"	"David Scully"
"DOTA_ActorCredits_22_Name"	"Mike Shapiro"
"DOTA_ActorCredits_23_Name"	"David Sobolov"
"DOTA_ActorCredits_24_Name"	"Jon St. John"
"DOTA_ActorCredits_25_Name"	"Fred Tatasciore"
"DOTA_ActorCredits_25_Heroes"	"disruptor、spirit_breaker、treant、undying、ursa"
"DOTA_ActorCredits_25_Extra"	"術士的地獄火巨人"
"DOTA_ActorCredits_26_Name"	"Jen Taylor"
"DOTA_ActorCredits_26_Heroes"	"lina、medusa、puck、windrunner"
"DOTA_ActorCredits_27_Name"	"Tony Todd"
"DOTA_ActorCredits_27_Heroes"	"dragon_knight、night_stalker、viper"
"DOTA_ActorCredits_28_Name"	"　"
"DOTA_ActorCredits_28_Heroes"	"　"
"DOTA_PlayerContextMenu_Trade"	"邀請至交易"
"DOTA_Custom_Game_Finished_Vote_Title"	"自訂遊戲評價投票"
"DOTA_Custom_Game_Finished_Vote_Question"	"您覺得這個自訂遊戲怎樣？"
"DOTA_Custom_Game_Finished_Vote_Skip"	"略過"
"DOTA_TabName_ModsLobbyList"	"大廳列表"
"DOTA_WatchLive_Fullscreen"	"全螢幕"
"DOTA_JoinChatChannel_ChannelName"	"頻道名稱"
"DOTA_JoinChatChannel_ChannelMemberCount"	"頻道人數"
"DOTA_Chat_ChannelMemberCount"	"{d:channel_member_count}"
"dota_settings_coop_fullscreen"	"桌面友善全螢幕"
"DOTA_Trading_UI_Body_Outgoing"	"正在等待 {s:player_name} 回覆您的要求..."
"DOTA_GiftWrap_Item"	"正在將 {g:dota_item_name:gift_item_def} 包成禮物。"
"DOTA_GiftWrap_ConfirmDedication_Title"	"確認贈言"
"DOTA_GiftWrap_ConfirmDedication_Message"	"您確定要將這件禮物附上贈言「 {s:gift_dedication} 」嗎？"
"DOTA_GiftWrap_Success_Header"	"成功"
"DOTA_GiftWrap_Success"	"您發送的禮物已送達。"
"DOTA_GiftWrap_Error_RateLimitedNormal"	"您在 {d:gift_limit_hours} 小時內只能傳送 {d:gift_limit_count} 件物品。您目前做出的送禮次數已超過容許上限，請稍後再試。"
"DOTA_GiftWrap_Error_RateLimitedChargeNone"	"目前無法傳送此禮物。您目前的戰鬥等級不足以讓您進行送禮。"
"DOTA_Custom_Game_Sort_Most_Played"	"最受歡迎（本週）"
"dota_settings_about"	"關於"
"DOTA_EquippedItem_AddToShuffle"	"加入隨選欄"
"DOTA_EquippedItem_RemoveFromShuffle"	"自隨選欄移除"
"DOTA_EquippedItem_Unpack_And_AddToShuffle"	"開啟並加入隨選欄"
"DOTA_ClientVersion"	"版本：<span class=\"VersionNumber\">{d:client_version_number}</span>"
"DOTA_GameplayVersion"	"遊戲版本：<span class=\"VersionNumber\">{s:gameplay_version_number}</span>"
"DOTA_Credits_DefaultAnnouncer_Extra"	"以及預設廣播語音"
"DOTA_Credits_SecretShopkeeper_Extra"	"以及祕密商人"
"DOTA_Credits_WarlockGolem_Extra"	"以及術士的火巨人"
"DOTA_Recycling"	"物品輪迴"
"DOTA_Recycling_Action"	"物品輪迴"
"DOTA_Recycling_DragItems"	"將不要的物品移至此處"
"DOTA_Recycling_Outputs"	"獲得"
"DOTA_Recycling_Confirm"	"您確定要將這些物品至入輪迴嗎？"
"DOTA_RecyclingCharm_Name"	"坩珠護符 II"
"DOTA_RecyclingCharm_Bonus"	"+25 枚互動手冊金幣"
"DOTA_Previous"	"上一頁"
"DOTA_PreviousShort"	"上一頁"
"DOTA_Next"	"下一頁"
"DOTA_Friends_Add_Friend_Tooltip"	"新增好友"
"DOTA_Friends_Add_Friend_Entry_Placeholder"	"輸入好友 ID 以進行搜尋"
"DOTA_Friends_Add_Friend_Your_ID"	"您的好友 ID 是:"
"dota_settings_voice_always_sample_mic"	"恆開待發式按鍵發話"
"dota_settings_voice_always_sample_mic_tooltip"	"將錄音裝置維持在開啟狀態避免遊戲因硬體之故而卡頓。"
"DOTA_EconItemSet_Tooltip_MultipleTeams"	"聖輝與魔魘有不同的樣式"
"DOTA_HeroLoadout_Shuffle_Count"	"自動隨選欄內有 {i:loadout_items_in_shuffle} 個項目"
"DOTA_HeroLoadout_Add_All_To_Shuffle"	"將全部加入隨選欄"
"DOTA_HeroLoadout_Clear_Shuffle"	"清空隨選欄"
"DOTA_Armory_ActiveFilter"	"{s:filter_field} {s:filter_op} {s:filter_value}"
"DOTA_Treasure_Purchase"	"	購買寶藏"
"DOTA_Treasure_CharmPurchase"	"購買護符"
"DOTA_Treasure_SearchPlaceholder"	"搜尋寶藏"
"DOTA_Treasure_ViewAll"	"檢視全部寶藏"
"DOTA_Treasure_QuantityOption"	"數量{d:quantity}"
"DOTA_Treasure_Gift"	"禮物"
"DOTA_Treasure_Open"	"開啟"
"DOTA_Treasure_OpenQuantity"	"{d:owned_quantity}"
"DOTA_Treasure_Owned"	"已擁有"
"DOTA_Treasure_Received"	"已收到"
"DOTA_Treasure_Autographed"	"簽名"
"DOTA_Treasure_AutographName"	"{s:treasure_autograph_name}"
"DOTA_OpenTreasureTooltip_NormalTitle"	"包含下列物品："
"DOTA_OpenTreasureTooltip_NoDupeDescription"	"物品在您收集完整套之前不會重複"
"DOTA_OpenTreasureTooltip_UnitName"	"{g:dota_item_unit_name:item_def}"
"DOTA_OpenTreasureTooltip_ItemName"	" - {g:dota_item_name:item_def}"
"dota_profile_content_tab_official_info"	"職業選手資訊"
"dota_profile_oi_player_name"	"顯示名稱"
"dota_profile_oi_player_name_sub"	"此名稱應當為全世界玩家所能辨識，且不應包含隊伍及贊助商名稱。"
"dota_profile_oi_team"	"隊伍"
"dota_profile_oi_team_sub"	"如果您就職於職業隊伍，請選擇此項。隊伍名稱將顯示在您的名稱前面。職業選手會自動分配到戰隊上。"
"dota_profile_oi_sponsor"	"贊助者"
"dota_profile_oi_sponsor_sub"	"贊助商名稱將加附在您的名稱上。"
"dota_profile_oi_country"	"國家"
"dota_profile_oi_role"	"定位"
"dota_profile_oi_role_sub"	"若您有擔任特定位置，請您進行選擇。核心包含主力、中單和劣單。"
"dota_profile_oi_preview"	"您的名稱將在排行榜與競賽場合中以下列格式顯示："
"dota_profile_oi_preview_warning"	"此項目每兩週只能修改一次，送出前請確認內容是否正確。"
"dota_profile_oi_submit_info"	"提交"
"dota_profile_oi_submit_pending"	"提交中…"
"dota_profile_oi_submit_success"	"成功！"
"dota_profile_oi_submit_failure"	"錯誤 - 請再試一次。"
"dota_role_core"	"核心"
"dota_role_support"	"輔助"
"Compendium_GenerateFail"	"無法產生資源檔案 '{s:s1}'。"
"Compendium_PreparePublish"	"準備發佈"
"Compendium_PublishError"	"將 '{s:s1}' 複製到手冊目錄 '{s:s2}' 失敗。"
"Compendium_PublishFinishedTitle"	"發佈成功"
"DOTA_Treasure"	"	寶藏"
"DOTA_Blog"	"Dota 2 最新動態"
"DOTA_SortBy"	"分類依據"
"DOTA_SortOption_Newest"	"最新"
"DOTA_SortOption_Owned"	"擁有"
"DOTA_SortOption_Price"	"價格"
"DOTA_SortOption_Alphabetical"	"字母"
"Action_Use"	"使用"
"DOTA_BadgeLevel"	"{d:badge_level}"
"DOTA_AHC_CurrentHero"	"目前英雄"
"DOTA_AHC_CurrentHeroName"	"{s:current_hero_name}"
"DOTA_AHC_InProgress"	"進行中"
"DOTA_AHC_CurrentHeroAttempts"	"第{s:current_hero_attempts} 次挑戰"
"DOTA_AHC_CurrentHeroAverage"	"全球平均"
"DOTA_AHC_CurrentHeroAverageAttempts"	"第 {s:current_hero_average_attempts} 次挑戰"
"DOTA_AHC_NextHero"	"下一名英雄"
"DOTA_AHC_NextHeroName"	"{s:next_hero_name}"
"DOTA_AHC_ChallengeProgress"	"挑戰進度 ({d:challenge_progress_percent}%)"
"DOTA_AHC_HeroesCompleted"	"已完成英雄"
"DOTA_AHC_HeroesCompletedValue"	"{d:heroes_completed} / {d:heroes_total}"
"DOTA_AHC_TotalAttempts"	"總嘗試次數"
"DOTA_AHC_TotalAttemptsValue"	"{d:challenge_total_attempts} 場"
"DOTA_AHC_EquivalentWorldAverage"	"相當於全球平均"
"DOTA_AHC_EquivalentWorldAverageValue"	"{d:challenge_average_total_attempts} 場"
"DOTA_AHC_LifetimeStats"	"生涯挑戰統計數據"
"DOTA_AHC_FullChallengesCompleted"	"全挑戰完成次數"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallenge"	"最佳全挑戰完成紀錄"
"DOTA_AHC_BestFullChallengeValueNone"	"暫無"
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge} 場"
"DOTA_AHC_FullChallengeAverage"	"世界平均全挑戰完成記錄"
"DOTA_AHC_ChallengeReward"	"挑戰獎勵"
"DOTA_AHC_ChallengeTrophyName"	"{s:challenge_trophy_name}"
"DOTA_AHC_ChallengeTrophyLevel"	"{d:challenge_trophy_level} 級"
"DOTA_Trophies_ViewEarned"	"已達成"
"DOTA_Party_Add_Friends"	"加好友入團隊"
"DOTA_ItemSet_Count_text"	"{d:item_current_group} / {d:item_group_count}"
"dota_settings_enable_console"	"啟用命令列"
"dota_settings_enable_console_tooltip"	"變更後的設定將於重新啟動後生效。\n-\n如啟動選項中包含 -dev 或 -console 等選項，主機將有權限覆蓋新設定。"
"dota_settings_allow_gui_key_to_bind"	"允許在【Windows / Command 鍵】進行綁定"
"DOTA_HeroLoadout_Loadout"	"飾品裝備"
"DOTA_HeroLoadout_About"	"介紹"
"DOTA_HeroLoadout_Guides"	"指南"
"DOTA_HeroLoadout_Roles"	"角色"
"DOTA_HeroLoadout_Biography"	"背景故事"
"DOTA_Feed_Say_Something"	"說點什麼來表達您的最新動態吧 ~"
"DOTA_Armory_ClearFilter"	"清除篩選條件"
"DOTA_Armory_ContextMenu_Tags"	"標籤…"
"DOTA_Armory_ContextMenu_EffigyPose"	"調整姿勢…"
"DOTA_Armory_ContextMenu_EffigyReforge"	"重製…"
"DOTA_EffigyEditor_CreateEffigy"	"確定並建立"
"DOTA_EffigyEditor_PoseEffigy"	"設定雕像姿勢"
"DOTA_EffigyEditor_ReforgeEffigy"	"重製英雄雕像"
"DOTA_EffigyEditor_Model"	"英雄"
"DOTA_EffigyEditor_Loadout"	"前往著裝畫面"
"DOTA_EffigyEditor_Inscription"	"題詞："
"DOTA_EffigyEditor_Animation"	"動畫："
"DOTA_EffigyEditor_Frame"	"選擇畫格"
"DOTA_EffigyEditor"	"英雄雕像編輯器"
"DOTA_EffigyEditor_ConfirmCreate"	"英雄雕像的製作將會消耗掉一個雕像礦石。而雕像在完成後將只能藉由英雄雕像重製器進行後續修改。您確定要繼續嗎？"
"DOTA_EffigyEditor_ErrorReforge"	"英雄雕像建立失敗。"
"dota_profile_content_tab_all_hero_challenge"	"全英雄挑戰"
"DOTA_tooltip_econ_item_delete_restriction"	"不可刪除"
"DOTA_tooltip_econ_item_modifiers"	"修改器"
"DOTA_tooltip_econ_item_modifier_animation"	"動作"
"DOTA_tooltip_econ_item_modifier_announcer"	"廣播語音"
"DOTA_tooltip_econ_item_modifier_HUD"	"HUD 介面"
"DOTA_tooltip_econ_item_modifier_health_bar"	"血條"
"DOTA_tooltip_econ_item_modifier_ability_name"	"技能名稱"
"DOTA_tooltip_econ_item_modifier_loading_screen"	"載入畫面"
"DOTA_tooltip_econ_item_modifier_cursor_pack"	"滑鼠游標包"
"DOTA_tooltip_econ_item_modifier_portrait"	"肖像"
"DOTA_tooltip_econ_item_modifier_ambient_effects"	"氛圍特效"
"DOTA_tooltip_econ_item_modifier_spell_effects"	"自訂效果"
"DOTA_tooltip_econ_item_modifier_model"	"模型"
"DOTA_tooltip_econ_item_modifier_scale"	"規模"
"DOTA_tooltip_econ_item_modifier_wearable"	"可裝備"
"DOTA_tooltip_econ_item_modifier_courier"	"	信使"
"DOTA_tooltip_econ_item_modifier_flying_courier"	"飛行信使"
"DOTA_tooltip_econ_item_modifier_pet"	"寵物"
"DOTA_tooltip_econ_item_modifier_weather"	"天氣"
