"lang"
{
	"Language"		"bulgarian"
		"npc_dota_creature_event_zeus_event_body_description"	"Вие там, жалко създание.<br><br>Разрешете облог, който имам със себе си. Ако даден нищожен червей някак си спечели благосклонността на някой бог — както се случва от време на време — дали ще копнее за божествена мощ или отбрана?<br><br>Сега избирайте внимателно. Не си говорим за нещо хипотетично. Възможно е съдбата на този нищожен червей да зависи от избора Ви."
		"npc_dota_creature_event_zeus_0"			"<i>Divine Power</i><br>Придобива <font color='#8fce00'>{s:spell_amp}% усилване на заклинанията</font>."
		"npc_dota_creature_event_zeus_1"		"<i>Divine Protection</i><br>Придобива <font color='#8fce00'>{s:magic_resist}% магическа устойчивост</font>."
		"DOTA_HUD_EventZeus_AcceptSpellAmp_Toast"				"{s:player_name} прие офертата на Thunderlord от +{d:int_value}% усилване на заклинанията!"
		"DOTA_HUD_EventZeus_AcceptMagicResist_Toast"			"{s:player_name} прие офертата на Thunderlord от +{d:int_value}% магическа устойчивост!"
		"speak_to_npc_dota_creature_event_zeus"					"Говорете с Thunderlord"

		"npc_dota_creature_event_small_tiny"						"Pebble Tossington"
		"npc_dota_creature_event_small_tiny_event_body_description"	"Вижте колко големи и <i>бавни</i> сте.<br><br>Искате ли да сторите нещо относно това?<br><br>Знам как да Ви подкарам в движение като професионална канара. Ще трябва да се отървете от част от това тегло. Това е цената на истинската скорост. Но доверете ми се, заслужава си."
		"npc_dota_creature_event_small_tiny_1"			"Придобива <font color='#8fce00'>{s:bonus_movement_speed} скорост на движение</font> и губи <font color='#f44336'>{s:hp_penalty} здраве</font>."
		"npc_dota_creature_event_small_tiny_0"				"Камъкът си тежи на мястото"
		"DOTA_HUD_EventSmallTiny_AcceptShrink"						"{s:player_name} прие офертата на Pebble за смаляване, придобивайки {d:int_value} скорост на движение!"
		"speak_to_npc_dota_creature_event_small_tiny"					"Говорете с Pebble"

		"DOTA_Tooltip_modifier_event_small_tiny_shrink"					"Pebble's Wheels"
		"DOTA_Tooltip_modifier_event_small_tiny_shrink_Description"		"Чувствате се леки и чевръсти. Придобиване на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT% бонус скорост за движение, губейки %dMODIFIER_PROPERTY_HEALTH_BONUS% здраве."

		"npc_dota_creature_event_big_tiny"							"Cobble Tossington"
		"npc_dota_creature_event_big_tiny_event_body_description"	"Имам толкова много дарове, но никой не ги иска.<br><br>Всеки иска да се придвижва бързо. Аз пък казвам, че бавното понякога е по-добре. Ами Вие?<br><br>Бихте ли искали няколко магически скали?<br><br>Това със сигурност би изписало усмивка на лицето ми."
		"npc_dota_creature_event_big_tiny_1"				"Понатрупайте камъни, за да придобиете <font color='#8fce00'>{s:bonus_hp}</font> здраве и намалите своята скорост на движение с <font color='#f44336'>{s:movement_speed_reduction}</font>."
		"npc_dota_creature_event_big_tiny_0"					"Останете подвижни"
		"DOTA_HUD_EventBigTiny_AcceptGrow"							"{s:player_name} прие офертата на Cobble да порасне и придобие {d:int_value} бонус здраве!"
		"speak_to_npc_dota_creature_event_big_tiny"					"Говорете с Cobble"

		"DOTA_Tooltip_modifier_event_big_tiny_grow"					"Cobble's Stones"
		"DOTA_Tooltip_modifier_event_big_tiny_grow_Description"		"Чувствате се големи и начело. Придобивате %dMODIFIER_PROPERTY_HEALTH_BONUS% здраве, но скоростта на движение е намалена с %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_modifier_event_zeus_spell_amp"				"Thunderlord's Potency"
		"DOTA_Tooltip_modifier_event_zeus_spell_amp_Description"	"Предоставя +5%% усилване на заклинанията."
		

		"DOTA_Tooltip_modifier_event_zeus_magic_resist"				"Thunderlord's Cloak"
		"DOTA_Tooltip_modifier_event_zeus_magic_resist_Description"	"Предоставя +10%% магическа устойчивост."

		"npc_dota_creature_warlock_librarian"									"Grimoire Enthusiast"
		"npc_dota_creature_warlock_librarian_event_body_description"			"Дали бих могъл да Ви заинтересувам от самостоятелно превеждаща се магьосническа книга?<br><br>Томът е мой собствен дизайн. Аз, разбира се, отстоявам творбата си. Дори неграмотните могат да вземат участие в това чудесно откритие. То наистина би могло да промени света. Ако не беше най-жестоката ирония.<br><br>Направих откритието си в нощта, преди да бъда привлечен в Continuum Vault. Ако не избягам, светът нивга не ще разбере моята брилянтност, нито пък ще узнае толкова много други неща, които могат да се научат от книгите.<br><br>Намерих някой, който знае начин да се измъкне. Съвсем скоро ще разполагам с достатъчно злато, за да си откупя освобождаването от това злочесто място."
		"npc_dota_creature_warlock_librarian_decline"							"Не мога да чета"
		"speak_to_npc_dota_creature_warlock_librarian"							"Говорете с Grimoire Enthusiast"
		"npc_dota_creature_warlock_librarian_1"								"<i>Big Book of Strength</i><br>Получаване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_warlock_librarian_2"								"<i>Big Book of Agility</i><br>Получаване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_warlock_librarian_3"								"<i>Big Book of Intelligence</i><br>Получаване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_warlock_librarian_4"								"<i>Tome of Torrent Reflex</i><br>Получаване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_warlock_librarian_5"								"<i>Tome of Shadow Wave Reflex</i><br>Получаване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_warlock_librarian_6"								"<i>Tome of Greater Knowledge</i><br>Получаване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_warlock_librarian_7"								"<i>Trinket</i><br>Получаване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_warlock_librarian_0"								"Останете невежи до края на краткия Ви живот"

		"npc_dota_creature_alchemist_event"										"Calbert Veinstein"
		"npc_dota_creature_alchemist_event_event_body_description" 		"Знаете ли колко гении умират бедни?<br><br>Повечето! Които аз съм видял.<br><br>Правя си собствени пари, както и разни неща, които продавам, за да печеля още повече! Никога не стигат, според мен. Когато умра, ще имам всичко! Хорските хазни и наивни… Ъъм, редовните клиенти като Вас ще се окажат в моята кесия. Нищо няма да остане! Ще трябва да се примирите с издълбаването на числа върху камъни, за да търгувате помежду си, докато предсмъртният ми хрип отеква из недостъпните коридори на моята съкровищница.<br><br>Както и да е, к'во ще искате? Имам няколко хубави неща."
		"npc_dota_creature_alchemist_event_0"		 		"<i>Used Nicknack</i><br>Купуване на <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_alchemist_event_1"		 		"<i>Mystery Box</i><br>Купуване на <font color='#7367ff'>произволен неутрален предмет</font>"
		"npc_dota_creature_alchemist_event_2"						"<i>Replicated Nicknack</i><br>Дублиране на <font color='#7367ff'>текущ неутрален предмет</font>"
		"npc_dota_creature_alchemist_event_3"				 		"<i>Veinstein оглежда неутралния Ви предмет, което поставя вниманието над кесията му в малко по-неравностойно положение</i><br>Кражба на {s:gold} <panel class='CombatEventGoldIcon'/>"
		"speak_to_npc_dota_creature_alchemist_event"							"Говорете с Calbert Veinstein"
		"DOTA_Hud_EventAlchemist_StealGold"									"{s:player_name} открадна {d:int_value} <panel class='CombatEventGoldIcon'/> от Calbert!"

		"npc_dota_creature_shard_shop_oracle"									"Misfortune Teller"
		"npc_dota_creature_shard_shop_oracle_event_body_description"				"Всеки прорез, всяка пронизваща стрела и всичкото окървавено злато, които Ви носят, са сами по себе си просто избори, водещи до още избори, всеки от тях с последствия, непонятни за такива като Вас. Но мога да прокудя нищожна част от мъглата, която Ви обкръжава.<br><br>Срещу скромна цена мога да разкрия няколко определени стъпки по иначе несведущия път. Но въпреки това след тези разкрития останалото отново ще бъде необозримо. Какво бихте избрали Вие?"
		"npc_dota_creature_shard_shop_oracle_0"								"Отхвърляне"
		"speak_to_npc_dota_creature_shard_shop_oracle"							"Говорете с Misfortune Teller"
		
		"npc_dota_creature_brewmaster_bartender"								"Strange Brewmeister"
		"npc_dota_creature_brewmaster_bartender_event_body_description"			"Мога ли да Ви предложа кана с наливна бира?<br><br>Разбирам кога някой се нуждае от питие, а моите напитки са предпочитани както от богове, така и от зверове. Отлежали в най-изтънчените бъчви от желязно дърво, няма да намерите нищо по-добро. Бих могъл да таксувам каквото си искам из тези местности, но дори ще Ви дам изгодна цена."
		"npc_dota_creature_brewmaster_bartender_decline"						"Останете трезви"
		"npc_dota_creature_brewmaster_bartender_1"						"<i>Frostbite Lager</i><br>Придобиване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_brewmaster_bartender_2"						"<i>Tides Ale</i><br>Придобиване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_brewmaster_bartender_3"						"<i>Waning Alacrity IPA</i><br>Закупуване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_brewmaster_bartender_4"						"<i>Unstable Concoction</i><br>Придобиване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_brewmaster_bartender_5"						"<i>Poison Dagger Pilsner</i><br>Придобиване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_brewmaster_bartender_6"						"<i>Primal Split Stout</i><br>Придобиване на 1 <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_brewmaster_bartender_0"						"<i>Tonic Water</i><br>Не благодаря. Искам да си запазя разсъдъка. И златото ми, ако обичате."
		"speak_to_npc_dota_creature_brewmaster_bartender"							"Говорете с Brewmeister"

		"npc_dota_creature_event_life_roshan"									"Immortality Authority"
		"npc_dota_creature_event_life_roshan_event_body_description"			"Очите на това клето създание говорят за еони страдание.<br><br>Дали има шанс да прекратите насилието за момент и да обмислите, че този звяр — въпреки репутацията си — нивга не е нанасял първия удар в безкрайно съществуване от мъчителни сражения?<br><br>Тогава дали бихте позволите на звяр с интелект, с познания да благоволи да се раздели с това, което притежава, без усилие, а вместо това да предпочете цивилизования курс на бартер и търговия? Какъвто и да е отговорът Ви, тук не ще допускаме бруталност."
		"npc_dota_creature_event_life_roshan_0"								"<i>Вървете с мир</i>"
		"npc_dota_creature_event_life_roshan_decline"							"СИГУРНА ГИБЕЛ"
		"npc_dota_creature_event_life_roshan_1"								"<i>Едничка хапка Immortality</i><br>Закупуване на <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_event_life_roshan_2"								"<i>Една четвърт пита от прословутото Roquefort of Life</i><br>Закупуване на <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_event_life_roshan_3"								"<i>Един използван живот</i><br>Закупуване на <font color='#7367ff'>{s:item_name}</font>"
		"npc_dota_creature_event_life_roshan_4"								"<i>Античен блестящ ключ</i><br>Закупуване на <font color='#7367ff'>{s:item_name}</font>"
		
		"DOTA_HUD_LifeRoshan_item_life_rune"								"{s:player_name} вече е подсигурен с екстра живот"
		"DOTA_HUD_LifeRoshan_item_cheese"									"{s:player_name} огладня и купи Cheese"
		"DOTA_HUD_LifeRoshan_item_phoenix_ash"								"{s:player_name} скоро ще се издигне с Phoenix Ash"
		"DOTA_HUD_LifeRoshan_item_cursed_key"								"{s:player_name} иска да премахне проклятието с Continuum Key"

		"npc_dota_creature_morphling_event"									"Lord of Liquid"
		"npc_dota_creature_morphling_event_event_body_description"			"Дори на най-извънредните отвесни скали един ден ще се подкопаят и строполят в моретата, над които са се извисявали — според тяхната гледна точка — толкова дълго. Но ако запитате вълните, едва ли бихте се натъкнали на възприятие относно съществуването на бреговата линия, защото нещо толкова неподвижно винаги ще се пречупва, когато е оставено на опустошителното действие на времето.<br><br>Само онова, което се сформира и стича, за да пасне на вселената около себе си, ще устои да проучи черната шир, която очаква нестареещото.<br><br>А Вие? Дали бихте се причислили към гореупоменатото?"
		"npc_dota_creature_morphling_event_1"							"<i>Take The Plunge</i><br>Придобива <font color='#8fce00'>{s:attr_gain_value} {s:attr_gain_name}</font> и губи <font color='#f44336'>{s:attr_lose_value} {s:attr_lose_name}</font>."
		"npc_dota_creature_morphling_event_2"							"<i>Tiptoe In</i><br>Придобива <font color='#8fce00'>{s:attr_gain_value} {s:attr_gain_name}</font> и губи <font color='#f44336'>{s:attr_lose_value} {s:attr_lose_name}</font>."
		"npc_dota_creature_morphling_event_0"							"<i>Упражнете волята си и отплувайте</i><br>Напуснете"
		"DOTA_Tooltip_modifier_morphling_event_attribute_shift"				"Lord of Liquid's Attribute Shift"
		"speak_to_npc_dota_creature_morphling_event"						"Говорете с Lord of Liquid"

		"DOTA_HUD_Morphling_AttributeSwap_Big"									"{s:player_name} действа решително, разменяйки {d:int_value2} {s:locstring_value2} за {d:int_value} {s:locstring_value}!"
		"DOTA_HUD_Morphling_AttributeSwap_Small"									"{s:player_name} действа плахо, разменяйки {d:int_value2} {s:locstring_value2} за {d:int_value} {s:locstring_value}!"

		"npc_dota_creature_tinker_event"									"Clinker"
		"npc_dota_creature_tinker_event_event_body_description"				"Вижте какво, някои магазини ще Ви надуват главата цял ден, опитвайки да направят продажба. Но аз знам какво имам. И ако го искате, страхотно.<br><br>Ако ли не, има предостатъчно други места, където да бъда.<br><br>Да не би да си мислите, че сте единствената група приключенци, обречени да бъдат навеки загубени в Continuum Vault?<br><br>Дам, ще Ви се.<br><br>Ще имам клиенти до края на самото време. Което и без това едва съществува тук. И така, ще се споразумеем ли или какво? О, и още нещо, аз не приемам безполезни пари. Вземам си дължимото ми в размяна."
		"npc_dota_creature_tinker_event_1"					"<i>Настройка на магическата пръчка и пълна подмяна на маната</i><br>Придобива <font color='#8fce00'>{s:cast_range} обсег за изпълняване</font> и губи <font color='#f44336'>{s:attack_range} обсег на атака</font>."
		"npc_dota_creature_tinker_event_2"				"<i>Масло за хонинговане и преустройство на дръжката</i><br>Придобива <font color='#8fce00'>{s:attack_range} обсег на атака</font> и губи <font color='#f44336'>{s:cast_range} обсег за изпълняване</font>."
		"npc_dota_creature_tinker_event_0"							"Напускане"
		"DOTA_Tooltip_modifier_tinker_event_range_retrofit"					"Clinker's Range Retrofit"
		"DOTA_Tooltip_modifier_tinker_event_range_retrofit_Description"		"Обсегът за изпълняване е модифициран с %dMODIFIER_PROPERTY_CAST_RANGE_BONUS_STACKING%. Обсегът на атака е модифициран с %dMODIFIER_PROPERTY_ATTACK_RANGE_BONUS%."
		"DOTA_HUD_TinkerEvent_AcceptAttackRange"							"{s:player_name} придоби {d:int_value} обсег на атака и загуби {d:int_value2} обсег за изпълняване от Clinker!"
		"DOTA_HUD_TinkerEvent_AcceptCastRange"								"{s:player_name} придоби {d:int_value} обсег за изпълняване и загуби {d:int_value2} обсег на атака от Clinker!"
		"speak_to_npc_dota_creature_tinker_event"							"Говорете с Clinker"

		"npc_dota_creature_naga_siren_event"								"Sodden Soprano"
		"npc_dota_creature_naga_siren_event_event_body_description"			"<i>[пеейки]</i><br><br>Каква неочаквана интерлюдия! Според моята скала, Вие правите неправдоподобен квартет. Дали тези приключенски занимания наистина са Вашето форте? Надявам се, че сте на достатъчна висота. Ключът е да намерите своята естествена хармония. Мога да се включа с прекрасен рефрен.<br><br><i>[пеейки]</i>"
		"npc_dota_creature_naga_siren_event_0"					"<i>Deep Sea Sonata</i><br>Бутилира 1 <font color='#7367ff'>руна за {s:rune_name}</font> и възстанови {s:num_charges} заряд за Bottle."
		"npc_dota_creature_naga_siren_event_1"					"<i>Deep Sea Sonata</i><br>Бутилира 1 <font color='#7367ff'>руна за {s:rune_name}</font> и възстанови {s:num_charges} заряд за Bottle."
		"npc_dota_creature_naga_siren_event_2"			"<i>Hymn of the Albatross</i><br>Придобиване на екстра макс. заряд за Bottle."
		"DOTA_HUD_Naga_BottleRune"											"{s:player_name} се вслушва в успокояващите звуци на сирената и бутилира руна за {s:locstring_value}!"
		"DOTA_HUD_Naga_BottleMaxCharge"										"Ридаейки от красотата на мелодията, {s:player_name} опечалено увеличава капацитета на Bottle!"
		"speak_to_npc_dota_creature_naga_siren_event"						"Говорете със Sodden Soprano"

		"npc_dota_creature_event_ogre_magi"									"Glarf Stonebreak"
		"npc_dota_creature_event_ogre_magi_event_body_description"			"ХАХА-ХА-ХА! Ще загубите! <b>Не няма… Ще спечелят!</b><br><br>Аз казвам, че ще загубят! <b>Не, ще победят!</b><br><br>Ще загубят! <i>*Тряс*</i><br><br>Спри да ме удряш! <i>*Тряс*</i><br><br>Ау! <i>*Тряс*</i><br><br>Добре! <b>Ще победят!</b><br><br>Просто ги остави да играят тъпата игра. <b>Ще победят!</b><br><br>Млъквай."
		"npc_dota_creature_event_ogre_magi_upgrade_shard"					"Подобряване на произволна награда от къс до елитно ниво."
		"npc_dota_creature_event_ogre_magi_0"					"<i>Посегнете към заровете</i><br>Рискувайте за <font color='#7367ff'>произволен неутрален предмет</font>"
		"npc_dota_creature_event_ogre_magi_1"					"<i>Посегнете към тоягата</i><br>Станете <font color='#7367ff'>Bloodlusted</font> за {s:bloodlust_encounters} схватки."
		"npc_dota_creature_event_ogre_magi_2"					"<i>Посегнете към сандъка</i><br>Получаване на произволно количество от злато между {s:min_gold_value} и {s:max_gold_value}."
		"DOTA_Tooltip_modifier_event_ogre_magi_casino_bloodlust"				"Glarf's Bloodlust"
		"DOTA_Tooltip_modifier_event_ogre_magi_casino_bloodlust_Description"	"Придобиване на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% бонус скорост за движение и %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% бонус скорост на атака за %dMODIFIER_PROPERTY_TOOLTIP% повече бойни схватки."

		"DOTA_HUD_EventOgreMagi_RandomNeutralItem"							"{s:player_name} рискува с Glarf и получи {s:locstring_value}!"
		"DOTA_HUD_EventOgreMagi_UpgradeShard"								"{s:player_name} извади късмет с Glarf и подобри къс: %s1!"
		"DOTA_HUD_EventOgreMagi_Bloodlust"									"{s:player_name} нямаше късмет и стана Bloodlusted за {d:int_value} схватки!"
		"DOTA_Hud_EventOgreMagi_GambleGold"									"{s:player_name} хвърли заровете с Glarf и спечели {d:int_value} <panel class='CombatEventGoldIcon'/>!"
		"DOTA_Hud_EventOgreMagi_GambleGold_Jackpot"							"{s:player_name} хвърли заровете с Glarf и спечели джакпота от {d:int_value} <panel class='CombatEventGoldIcon'/>!"

		"npc_dota_creature_event_leshrac"		"Ash the Defiler"
		"npc_dota_creature_event_leshrac_event_body_description"			"Бих Ви накарал да избирате, смъртнико. Знаейки, че хиляди от вида Ви са се появявали пред мен. Кратки проблясъци на топлина в утешаващата бездна. Разпилявайки се бързо в небитието, функционално неразличаващо се от състоянието на мнимия порядък, при който са попаднали пред взора ми. Тъй като нищо, което биха могли да постигнат, не би било достойно в очите на някой като мен. И тъй, изберете какво ще вземете оттук, знаейки, че не ме вълнува какво ще е то. Нито че напредвате към победа или разгром, но определено продължавате по поетия непреклонен поход към смъртта."
		"npc_dota_creature_event_leshrac_0"		"<i>Suffer Ash's Affliction</i><br><font color='#f44336'>Не може да се лекува в следващата бойна схватка</font>. След това придобива <font color='#7367ff'>{s:spell_lifesteal}% кражба на здраве от заклинания (капитани: 8%, босове: 15%)</font>."
		"npc_dota_creature_event_leshrac_1"		"<i>Receive Ash's Pulse</i><br>Създава Pulse Nova около Вас на всеки {s:cooldown} секунди, нанасяйки x{s:int_mult_for_damage} от интелекта Ви като щети."

		"DOTA_Tooltip_modifier_event_leshrac_no_heal"				"Ash's Affliction"
		"DOTA_Tooltip_modifier_event_leshrac_no_heal_Description"	"Не може да се лекува за още %dMODIFIER_PROPERTY_TOOLTIP% бойна схватка. Когато изтече, се получава %dMODIFIER_PROPERTY_TOOLTIP2%%% бонус кражба на здраве от заклинания (8%% с/у капитани, 15%% с/у босове)."

		"DOTA_Tooltip_modifier_event_leshrac_spell_lifesteal"				"Ash's Gift"
		"DOTA_Tooltip_modifier_event_leshrac_spell_lifesteal_Description"	"Предоставя %dMODIFIER_PROPERTY_TOOLTIP%%% бонус кражба на здраве от заклинания (8%% с/у капитани, 15%% с/у босове)."

		"DOTA_Tooltip_modifier_event_leshrac_pulse_nova"				"Ash's Pulse"
		"DOTA_Tooltip_modifier_event_leshrac_pulse_nova_Description"	"Генерира нараняващ пулс, който нанася x%dMODIFIER_PROPERTY_TOOLTIP% от интелекта на изпълняващия като щети в радиус от 525. Време за изчакване: 10 сек."

		"DOTA_HUD_EventLeshrac_NoHeal"		"{s:player_name} реши, че е мъдро да получи Ash's Affliction."
		"DOTA_HUD_EventLeshrac_PulseNova"	"{s:player_name} усеща пулсиращ блясък отвътре."

		"npc_dota_creature_event_necrophos"								"Kosh'vor Plaguebearer"
		"npc_dota_creature_event_necrophos_event_body_description"		"В плътта има мощ, чедо. Мощта на живота. На смъртта. Дишайте дълбоко. Можете да подушите мощта. Направете своя дар и това би могло да възстанови живота Ви. Или може би бихте изучавали нечий друг дар? Проучете задълбочено и извлечете от тях каквото можете. Аз няма да Ви съдя. Аз просто посочвам пътя."
		"npc_dota_creature_event_necrophos_0"	"<i>Offer Pound of Flesh</i><br><font color='#f44336'>Загуба на {s:hp_penalty} здраве</font> в замяна на <font color='#7367ff'>{s:lives_gained} живот</font>."
		"npc_dota_creature_event_necrophos_1"	"<i>Study Entrails</i><br>Придобиване на къс."

		"DOTA_Tooltip_modifier_event_necrophos_life_cost"				"Kosh'vor's Pound of Flesh"
		"DOTA_Tooltip_modifier_event_necrophos_life_cost_Description"	"Придобиване на живот за сметка на %dMODIFIER_PROPERTY_TOOLTIP% от макс. здраве."

		"DOTA_HUD_EventNecrophos_GetLife"	"{s:player_name} остави Kosh'vor да изреже малко плът за живот."
		"DOTA_HUD_EventNecrophos_GetShard"	"{s:player_name} запази тялото си непокътнато и придоби къс."

		"npc_dota_announcer_aghanim_event_body_description"					"Здравейте, приятелю! Вече имам лъскав къс за Вас, а Ви очакват още толкова много неща! Сега вземете къса и повече не ме питайте относно това как е започнала цялата тази бъркотия… Искам да кажа, как е започнало това приключение! Всички харесват такива неща."
		"npc_dota_announcer_aghanim_event_body_description_return"			"Здравейте, приятелю!"
		"npc_dota_announcer_aghanim_0"								"Напускане"
		"npc_dota_announcer_aghanim_1"								"<b><font color='#7367ff'>ИЗИСКАЙТЕ</font></b> Aghanim да Ви каже какво става."
		"npc_dota_announcer_aghanim_2"								"<b><font color='#7367ff'>ПРИЕМЕТЕ</font></b> своя къс и влезте в <b><font color='#7367ff'>CONTINUUM VAULT</font></b>."
		"npc_dota_announcer_aghanim_3"								"<b><font color='#7367ff'>ПРИЕМЕТЕ</font></b> своя къс и благодати, а след това влезте в <b><font color='#7367ff'>CONTINUUM VAULT</font></b>."

		
		// Hints
		"hint_ride_morty"							"{s:keybind} или {s:alternate_keybind}, за да оседлаете!"
		"hint_hop_with_morty"						"Прицелете своя гущер, а след това натиснете {s:keybind}, за да придобиете мощ и отново, така че да скочите!"
		"hint_ride_penguin"							"{s:keybind} или {s:alternate_keybind}, за да оседлаете!"
		"hint_get_in_his_belly"						"{s:keybind} или {s:alternate_keybind}, за да влезете в търбуха на Pudge!"
		"hint_transform_into_hoodwink"				"{s:keybind} или {s:alternate_keybind}, за да се преобразувате в Hoodwink!"
		"hint_transform_into_ogre"					"{s:keybind} или {s:alternate_keybind}, за да се преобразувате в Ogre!"

		"DOTA_Tooltip_modifier_aghsfort_firefly_burn"				"Pyromaniac"
		"DOTA_Tooltip_modifier_aghsfort_firefly_burn_Description"	"Направо сте огнени."

		// End UI
		"npc_dota_creature_davy_jones_locker"		"Davy Jones' Locker"

		"npc_dota_creature_brewmaster_boss"			"Panda Bear Guy"
		"npc_dota_brewmaster_earth_unit"			"Earth Third"
		"npc_dota_brewmaster_storm_unit"			"Storm Third"
		"npc_dota_brewmaster_fire_unit"			"Ember Third"
		"npc_dota_creature_dire_hound"				"Dire Hound Cub"
		"npc_dota_creature_dire_hound_boss"			"Dire Hound"
		"npc_dota_creature_huskar"					"Nothl Warrior"
		"npc_dota_creature_ogre_tank"				"Bonemeal Tank"
		"npc_dota_creature_ogre_magi"				"Bonemeal Mage"
		"npc_dota_creature_baby_ogre_tank"			"Baby Bonemeal Tank"
		"npc_dota_creature_baby_ogre_magi"			"Baby Bonemeal Mage"
		"npc_dota_creature_small_hellbear"			"Woodland Hellbear"
		"npc_dota_creature_hellbear"				"Hellbear Warrior"
		"npc_dota_pinecone_champion"				"Pinecone Champ"
		"npc_dota_pinecone_warrior"					"Pinecone Warrior"
		"npc_dota_pinecone_sniper"					"Evergreen Sniper"
		"npc_dota_creature_small_ogre_seal"			"Baby Ogre Seal"
		"npc_dota_creature_large_ogre_seal"			"Grumpy Ogre Seal"
		"npc_dota_creature_wandering_ogre_seal"		"Wandering Ogre Seal"
		"npc_dota_creature_dazzle"					"Acolyte of Dezun"
		"npc_dota_creature_wildwing_laborer"		"Tamed Wildwing"
		"npc_dota_creature_tusk_skeleton"			"Odobenus Footman"
		"npc_dota_creature_spectral_tusk_mage"		"Odobenus Frost Mage"
		"npc_dota_holdout_tower"					"Стражева кула"
		"npc_dota_undead_tusk_tombstone"			"Odobenus Tombstone"
		"npc_dota_creature_friendly_baby_ogre_tank"	"Blug"
		"npc_dota_creature_friendly_ogre_seal"		"Gary"
		"npc_dota_creature_sand_king"				"Rhyzik"
		"npc_dota_sand_king_sandstorm"				"Rhyzik's Sandstorm"
		"npc_dota_creature_big_exploding_burrower"	"King Sandswarm Burster"
		"npc_dota_creature_healing_burrower"		"Sandswarm Sacrifice"
		"npc_dota_creature_storegga"				"Storegga"
		"npc_dota_creature_small_storegga"			"Pebble"
		"npc_dota_creature_temple_guardian"			"Temple Guardian"
		"npc_dota_creature_morphling_big"			"Riptide Elemental"
		"npc_dota_creature_tiny_crab"				"Little Pincher"
		"npc_dota_creature_warlock"					"Demon Charmer"
		"npc_dota_creature_grimstroke"				"Misunderstood Artist"
		"npc_dota_creature_life_stealer"			"Toothy Toothums"
		"npc_dota_creature_gauntlet_skeleton"		"Icebone Skeleton"
		"npc_dota_creature_demon_golem"				"Enthralled Golem"
		"npc_dota_creature_bomber"					"Bomber"
		"npc_dota_creature_gyrocopter"				"Audacious Aeronaut"
		"npc_dota_creature_gyrocopter_homing_missile"	"Homing Missile"
		"npc_dota_creature_zealot_scarab"			"Scarab Zealot"
		"npc_dota_creature_zealot_mound"			"Burrowed Unit"
		"npc_dota_creature_scarab_priest"			"Scarab Priest"
		"npc_dota_creature_rock_golem_a"			"Giant Rock Golem"
		"npc_dota_creature_rock_golem_b"			"Rock Golem"
		"npc_dota_creature_rock_golem_c"			"Rock Golem Fragment"
		"npc_dota_creature_aghsfort_luna_mini"				"Tiny Moon Rider"
		"npc_dota_creature_mirana"					"Nightsilver Prowler"
		"npc_dota_creature_alchemist"				"Al, the chemist"
		"npc_dota_creature_broodmother"				"Silkmire Spitter"
		"npc_dota_creature_huge_broodmother"		"Monstrous Glutton"
		"npc_dota_creature_newborn_spider"			"Silkmire Swarmer"
		"npc_dota_creature_broodmother_baby"		"Tiny Spiderling"
		"npc_dota_creature_broodmother_baby_b"		"Small Spiderling"
		"npc_dota_creature_broodmother_baby_c"		"Spiderling"
		"npc_dota_creature_broodmother_baby_d"		"Furry Spiderling"
		"npc_dota_creature_kidnap_spider"			"Silkmire Marauder"
		"npc_dota_creature_lina"					"Inflamed Sorceress"
		"npc_dota_creature_puck"					"Reverie"
		"npc_dota_creature_wolf"					"Red Wolf"
		"npc_dota_creature_large_elder_titan"		"World Ender"
		"npc_dota_creature_spectre"					"Soul Ascendant"
		"npc_dota_creature_dragon_knight"			"Frostbitten Lord"
		"npc_dota_creature_underlord"				"Obsidian Devil"
		"npc_dota_creature_pudge_miniboss"			"Portly"
		"npc_dota_creature_pudge_miniboss_minion"	"Cadaver"
		"npc_dota_creature_friendly_ogre_tank"		"Grunch"
