"lang"
{
	"Language"		"English"
		"Dialog_FriendlyBristlebackSon_PreMission"		"Any of you seen another way to town around here? I mean, I'm not lost—I know where town is. Just... the bandits got me cornered."
		"Dialog_FriendlyBristlebackSon_PreMission_02"		"With you here, maybe it's ok! Just let me know when you're ready."
		
		"Dialog_FriendlyBristlebackSon"				"Kalabor's this way. They won't open the gate for strangers, so don't leave me behind!"
		
		"desert_town_bristleback_grandpa"		"We finally recaptured the northern outpost near Rhyzik's stronghold. But the dunes outside of town are still crawling with those... things."
		
		
		"Dialog_BristleDad"		"We lost too much retaking the outpost. Can't let anyone through while the area's still so overrun. Destroy the Centaur Warlords and I can let you pass."

		"Dialog_BristleDad_GoToOutpost"		"It's time to make the final push. Captain Lightfoot and his men wait across the bridge. They'll march with you against Rhyzik."
		
		"Dialog_RadiantCaptain_LearnAboutAssault"		"We'll retreat from Rhyzik's swarm no farther. Give word and I'll sound the attack."
		
		"Dialog_RadiantCaptain_BeginAssault"				"Today we show them what Kalabor's defenders are made of!"
		
		
		//------------------------------------------------------------
		// NPC NEAR ALLEY
		//------------------------------------------------------------	
		
		"desert_town_folk_01_01"		"Where the hell is that guy?"
		"desert_town_folk_01_02"		"It's his turn in the watchtower."
		"desert_town_folk_01_03"		"I'm not going to sit up there all damn day."
		"desert_town_folk_01_04"		"Why did I marry into that stupid family!"
		"desert_town_folk_01_05"		"He's probably asleep somewhere."
		"desert_town_folk_01_06"		"When I find him..."
		
			"desert_town_folk_01_06_lina"		"Know those family members you could just strangle?"
			"desert_town_folk_01_06_drow_ranger"		"Ever wish you could leave it all behind?"
			"desert_town_folk_01_06_sven"		"Take pride in what you do, or don't do it. Right?"
			"desert_town_folk_01_06_tiny"		"Throw a rock around here and you'll hit that idiot napping."
			"desert_town_folk_01_06_legion_commander"		"He never had to work a day in his life."
			"desert_town_folk_01_06_templar_assassin"		"Or has his head in a darn book!"
			"desert_town_folk_01_06_troll_warlord"		"Makes me want to smack him!"
			"desert_town_folk_01_06_dazzle"		"I'll have to help him remember what time it is."
			"desert_town_folk_01_06_witch_doctor"		"Is there a cure for laziness?"
			"desert_town_folk_01_06_windrunner"		"Some people just aren't go-getters."
			"desert_town_folk_01_06_jakiro"		"I need to get away from him for awhile."
			"desert_town_folk_01_06_nevermore"		"And here I am pouring my soul out to an absolute stranger!"
			"desert_town_folk_01_06_tidehunter"		"I'm about ready to throw a fit!"
		
		
		//------------------------------------------------------------
		// NPC AT DOOR
		//------------------------------------------------------------	
	
		"desert_town_folk_02_01"		"All the other families already left town."
		"desert_town_folk_02_02"		"Ma's stubborn. Born and raised in Kalabor."
		"desert_town_folk_02_03"		"She ain't leaving."
		"desert_town_folk_02_04"		"Heck, I was born and raised here, too."
		"desert_town_folk_02_05"		"Only reason I'm still here is her!"
		"desert_town_folk_02_06"		"What I wouldn't give to see the ocean."
		
			"desert_town_folk_02_06_sven"		"All the same, only got one ma'..."
			"desert_town_folk_02_06_tiny"		"And she's got rocks in her head!"
			"desert_town_folk_02_06_legion_commander"		"I should stand up to her."
			"desert_town_folk_02_06_templar_assassin"		"I wonder if a temple would take her..."
			"desert_town_folk_02_06_troll_warlord"		"Wouldn't expect someone like you to understand."
			"desert_town_folk_02_06_abaddon"		"But what are you without family?"
			"desert_town_folk_02_06_dazzle"		"Why do the people you love make you feel so bad?"
			"desert_town_folk_02_06_witch_doctor"		"It's nice to get this out..."
			"desert_town_folk_02_06_windrunner"		"I guess she always has been there for me..."
			"desert_town_folk_02_06_drow_ranger"		"We just want different things."
			"desert_town_folk_02_06_jakiro"		"Wish my brother were still around..."
			"desert_town_folk_02_06_lina"		"Maybe something can light a fire under her..."
			"desert_town_folk_02_06_nevermore"		"Leaving would cost a piece of my soul..."
		
		//------------------------------------------------------------
		// NPC ON WELL
		//------------------------------------------------------------	
				
		"desert_town_folk_03_01"		"Thirsty? A butter-fingered food tourist dropped a nasty vial into the well trying to fill his canteen."
		"desert_town_folk_03_02"		"He said it'd turn back soon... but I noticed he didn't drink any."
		"desert_town_folk_03_03"		"And he left in a hurry. Though he kind of came in that way too."
		"desert_town_folk_03_04"		"It's not too bad, really. Once you get used to the texture."
		"desert_town_folk_03_05"		"Help yourself."
		
			"desert_town_folk_03_05_sven"		"Would you care for some refreshment?"
			"desert_town_folk_03_05_tidehunter"		"Bathtime has been interesting!"
			"desert_town_folk_03_05_tiny"		"But it's hard to wash blood off the stones."
			"desert_town_folk_03_05_legion_commander"		"Not scared of a little blood are you?"
			"desert_town_folk_03_05_templar_assassin"		"Who knows what that vial was..."
			"desert_town_folk_03_05_troll_warlord"		"Don't be shy. Get on in there."
			"desert_town_folk_03_05_abaddon"		"This well's all the town's got left."
			"desert_town_folk_03_05_dazzle"		"Wonder if there's a way to revert the process..."
			"desert_town_folk_03_05_witch_doctor"		"Fill your cask, if you like."
			"desert_town_folk_03_05_windrunner"		"Wish we had something better to offer."
			"desert_town_folk_03_05_drow_ranger"		"With that pallor, might be you prefer it this way."
			"desert_town_folk_03_05_jakiro"		"It does burn going down a bit. But sits cool in the gut."
			"desert_town_folk_03_05_lina"		"Could say the whole town's blood's up!"


		//------------------------------------------------------------
		// NPC WALKING AROUND
		//------------------------------------------------------------	
		
		"desert_town_folk_04_01"		"This town was a beautiful oasis when I was a boy..."
		"desert_town_folk_04_02"		"Everyone thinks monsters dried up the wellspring."
		"desert_town_folk_04_03"		"I don't think monsters had anything to do with it!"
		"desert_town_folk_04_04"		"No use for old farmers like me now in this ocean of sand."
		"desert_town_folk_04_05"		"Maybe if you kill Rhyzik, people'll see the real problems around here."
		"desert_town_folk_04_06"		"Some people can't see the forest for the trees..."
		
			"desert_town_folk_04_06_sven"		"Folks always need someone to blame..."
			"desert_town_folk_04_06_tidehunter"		"When you live in a desert, gotta preserve your resources!"
			"desert_town_folk_04_06_tiny"		"When that well dries up, they can try wringin' water from a stone!"
			"desert_town_folk_04_06_legion_commander"		"What this place needs is a real leader."
			"desert_town_folk_04_06_templar_assassin"		"Feel free to chime in here..."
			"desert_town_folk_04_06_troll_warlord"		"They think I'm complainin'. I'm the only one who sees it!"
			"desert_town_folk_04_06_abaddon"		"We're all livin' on borrowed time!"
			"desert_town_folk_04_06_dazzle"		"Time comes, won't even have the strength to dig my hole..."
			"desert_town_folk_04_06_witch_doctor"		"Can't just magically restore what we've lost..."
			"desert_town_folk_04_06_drow_ranger"		"Things are gonna get real ugly..."
			"desert_town_folk_04_06_jakiro"		"Gonna have to put our heads together."
			"desert_town_folk_04_06_lina"		"What good's slayin' monsters if the well runs dry?"
			"desert_town_folk_04_06_nevermore"		"Kalabor Oasis was the soul of this desert."


		//------------------------------------------------------------
		// NPC 1 OF 2
		//------------------------------------------------------------		
		
		"desert_town_folk_05_01"		"All I'm saying is that we haven't tried offering Rhyzik sacrifices..."
		"desert_town_folk_05_02"		"People act like I'm crazy."
		"desert_town_folk_05_03"		"It's not a radical idea!"
		"desert_town_folk_05_04"		"The practice's old as time itself."
		"desert_town_folk_05_05"		"Entire civilizations were built on it!"
		
			"desert_town_folk_05_05_dazzle"		"This guy knows what I'm talking about."
			"desert_town_folk_05_05_legion_commander"		"Sometimes you have to make hard choices."
			"desert_town_folk_05_05_nevermore"		"Can you talk sense into him?"
		
		//------------------------------------------------------------
		// NPC 2 OF 2
		//------------------------------------------------------------			
		
		
		"desert_town_folk_06_01"		"Listen to this guy. Sacrifice to Rhyzik? That's insane!"
		"desert_town_folk_06_02"		"Lot of folks who fought to retake the northern outpost didn't come back."
		"desert_town_folk_06_03"		"We've sacrificed plenty!"
		"desert_town_folk_06_04"		"Next refugee caravan leaves for the Weald tomorrow. And my girls'll be on it!"
		"desert_town_folk_06_05"		"The pass over the mountains isn't easy..."
		"desert_town_folk_06_06"		"But it's better than staying here."
		"desert_town_folk_06_07"		"This place's not worth dying for."
		
			"desert_town_folk_06_07_dazzle"		"Don't you go taking his side."
			"desert_town_folk_06_07_legion_commander"		"The odds are against us."
			"desert_town_folk_06_07_nevermore"		"Rhyzik's gonna raze this place to the ground."
		
		//------------------------------------------------------------
		// NPC HIDING
		//------------------------------------------------------------			

		"desert_town_folk_07_01"		"I just want to spend time with my books!"
		"desert_town_folk_07_02"		"What do they want from me? I'm no fighter!"
		"desert_town_folk_07_03"		"Got to a point where it was either walk out into the dunes..."
		"desert_town_folk_07_04"		"Or sit back here and have a good cry."
		"desert_town_folk_07_05"		"I think I'm good now."
		"desert_town_folk_07_06"		"Family's such a pain..."
		
			"desert_town_folk_07_06_sven"		"Everyone thinks they know how to live my life..."
			"desert_town_folk_07_06_tidehunter"		"I don't need this town anyway."
			"desert_town_folk_07_06_tiny"		"My problems probably seem small in comparison..."
			"desert_town_folk_07_06_legion_commander"		"You kind of cheered me up."
			"desert_town_folk_07_06_troll_warlord"		"You don't think so?"
			"desert_town_folk_07_06_dazzle"		"Just need a little more time..."
			"desert_town_folk_07_06_witch_doctor"		"You're a good listener..."
			"desert_town_folk_07_06_windrunner"		"Nowhere to run to..."
			"desert_town_folk_07_06_drow_ranger"		"I like to be alone."
			"desert_town_folk_07_06_jakiro"		"Wish I could fly away..."
			"desert_town_folk_07_06_lina"		"Why're you giving me that look?"
			"desert_town_folk_07_06_nevermore"		"We're all doomed anyway."
			
			"desert_town_folk_07_01_templar_assassin"		"Oh! Uh... Hi."
			"desert_town_folk_07_02_templar_assassin"		"Haven't seen you around here before."
			"desert_town_folk_07_03_templar_assassin"		"This town doesn't have much going on these days..."
			"desert_town_folk_07_04_templar_assassin"		"Well, nothing good anyway."
			"desert_town_folk_07_05_templar_assassin"		"Spend most my time reading..."
			"desert_town_folk_07_06_templar_assassin"		"With trade routes closed, not many new books coming in."		
		
		
		//----------------------------------------------------------
		// Rescued Creeps
		//----------------------------------------------------------		
	
		"Dialog_RadiantSoldier_Rescued"		"Please! Find the Captain!"
				
		"dia_rescued creepsoldier_02" 		"Good luck. I'm out of here!"
		
		"dia_rescued creepsoldier_03" 		"Orb of Passage? Captain might have one."
		
		"dia_rescued creepsoldier_04" 		"Time to move back home and take over dad's farm."
		
		"dia_rescued creepsoldier_05" 		"This place is almost worse than Kalabor."
		
		"dia_rescued creepsoldier_06" 		"I traded sunburn and centaurs for a soggy cage and hungry ogres."
		
		"dia_rescued creepsoldier_07" 		"I knew someone would come!"
		
		"dia_rescued creepsoldier_08"		"Once I'm patched up, these ogres are done for!"
		
		"dia_rescued creepsoldier_09"		"Thought I was gonna die in a stew pot!"
		
		"dia_rescued creepsoldier_10"		"Is the camp safe? I saw the hounds gathering..."

		//----------------------------------------------------------
		// Chef Journal
		//----------------------------------------------------------

		"npc_dota_journal_note_01" 	"Day 6 : Entry 1"
		"npc_dota_journal_note_02" 	"Day 14 : Entry 2"
		"npc_dota_journal_note_03" 	"Day 22 : Entry 3"
		"npc_dota_journal_note_04" 	"Day 29 : Entry 4"
		"npc_dota_journal_note_05" 	"Day 31 : Entry 5"
		"npc_dota_journal_note_06" 	"Day 32 : Entry 6"
		"npc_dota_journal_note_07" 	"Day 35 : Entry 7"
		"npc_dota_journal_note_08" 	"Day 41 : Entry 8"
		"npc_dota_journal_note_09" 	"Day 46 : Entry 9"
		"npc_dota_journal_note_10" 	"Day 57 : Entry 10"
		"npc_dota_journal_note_11" 	"Day 66 : Entry 11"
		
	//forest		
		"chef_journal_01"	"Time is running short before the White Orchids gather again.  If I wish to join this august order of culinary adventurers, I need to find something worthy of their palate."
		"chef_journal_02"	"Last year I thought my wyvern filets would have been enough to earn my pin, but only one new member is admitted each year and I underestimated my competition... never in my wildest dreams did I expect someone to prepare a wheel of Roshan cheese."
		
	//traps		
		"chef_journal_03"	"This year though, I have a secret weapon... a trunk of seasoning from The Isle of Masks.  If I find the right dish to pair these lost spices with, my membership is all but assured."
		
	//ogre ridge	
		"chef_journal_04"	"My expedition to the Howling Weald has so far been a failure.  The conflict between the Bonemeal Ogres and Lucius Longclaw scared away most of the wildlife save for the hellbears... but perhaps that is enough to work with."
		
	//Town
		"chef_journal_05"	"It seems dire wolves are too gamey to be used for elevated cuisine, but the quills are perfect to be fashioned into skewers for whatever protein will be featured."
		
	//Silkmire
		"chef_journal_06"	"Silkmire spider eggs are pleasingly tart.  However, based on the amount of vomiting I did after eating some, I think it’s best that I abandon dreams of using these to make a dessert."		
		"chef_journal_07"	"With Silkmire behind me I turn to a temple long since forgotten.  Perhaps a rare truffle waits to be found in a dead king's tomb, or maybe the poison from an old dart trap could be diluted and used in broth."
		
	//Desert Start
		"chef_journal_08"	"The temple did not prove as fertile as I had hoped.  Stone bats, while a viable option for a kitschy pestle, are not particularly edible."
		
	//Desert Expanse
		"chef_journal_09"	"For three days I tracked a thunderhide alpha, but it was all for naught - a Marrowfell hunting party all had eyes on the great beast... and I know better than to quibble over poaching rights with a pack of angry centaurs."		
		"chef_journal_10"	"Again I have been met with failure.  With time running short before the competition, I must dig deep and find a new solution:  Time to break out the wine."
		
	//Desert Stronghold
		"chef_journal_11"	"Kalabor is a waste of what little time remains. If land is bearing no fruit, I must turn to the seas.  If I can't find a worthy protein in the black waters surrounding Dark Reef, can I even call myself a gastromancer?"



		//----------------------------------------------------------
		//  NAMES
		//----------------------------------------------------------
		
			"npc_dota_creature_small_hellbear" 			"Woodland Hellbear"
			"npc_dota_creature_hellbear"	 			"Berzerker Hellbear"
			"npc_dota_creature_dire_hound_boss" 		"Alpha Dire Hound"
			"npc_dota_creature_dire_hound"			 	"Dire Hound"
			
			"npc_dota_creature_ghost"			 		"Banshee"
			"npc_dota_creature_small_ghost"			 	"Crone"
			
			"npc_dota_creature_ogre_magi"				"Bonemeal Ogre"
			"npc_dota_creature_ogre_tank"				"Bonemeal Tank"
			"npc_dota_creature_ogre_seer"				"Bonemeal Seer"
			"npc_dota_creature_ogre_tank_boss"			"Bogdugg"
			"npc_dota_creature_friendly_ogre_tank"		"Burp"
			
			"npc_dota_creature_werewolf"				"Longclaw Skinchanger"
			"npc_dota_creature_lycan_boss"				"Lucius Longclaw"
			
			"npc_dota_dungeon_start_building"			"Brine Post"
			"npc_dota_rescue_cage"						"Tetanus Cage"
			"npc_dota_forest_camp_chief"				"Commander Targan"
			"npc_dota_radiant_captain"					"Captain Lightfoot"
			"npc_dota_radiant_soldier"					"Footman"
			"npc_dota_holdout_tower"					"Watchtower"
			"npc_treasure_chest"						"Treasure Chest"
			
			"npc_dota_creature_techies_land_mine"		"Land Mine"
			"trap_sun_strike"							"Sun Strike"
			
			"npc_dota_creature_spider_small"			"Silkmire Swarmer"
			"npc_dota_creature_spider_medium"			"Silkmire Spitter"
			"npc_dota_creature_kidnap_spider"			"Silkmire Marauder"
			"npc_dota_spider_sack"						"Pulsing Egg Sack"
			"npc_dota_spider_web"						"Silkmire Steel"
			"npc_dota_creature_spider_boss"				"Ankaboot"
			"npc_dota_creature_small_lycosidae"			"Ankaboot's Brood"
			
			"npc_dota_creature_burrower"				"Sandswarm Burrower"
			"npc_dota_creature_giant_burrower"			"Giant Sandswarm Burrower"
			"npc_dota_creature_exploding_burrower"		"Sandswarm Burster"
			"npc_dota_creature_big_exploding_burrower"	"King Sandswarm Burster"
			"npc_dota_creature_healing_burrower"		"Sandswarm Sacrifice"
			"npc_dota_creature_nyx_small"				"Sandswarm Skitterling"
			
			"npc_dota_creature_bandit_captain"			"Sabaku Captain"
			"npc_dota_creature_bandit"					"Sabaku Thief"
			"npc_dota_creature_bandit_archer"			"Sabaku Archer"
			"npc_dota_creature_centaur_warlord"			"Centaur Warlord"
			"npc_dota_creature_centaur_scout"			"Centaur Scout"
			"npc_dota_creature_centaur_dunerunner"		"Centaur Dune Runner"
			"npc_dota_creature_centaur_shaman"			"Centaur Shaman"
			
			"npc_dota_creature_bat"						"Darkwing Golem"
			"npc_dota_creature_bat_spitter"				"Darkwing Spitter"
			"npc_dota_creature_temple_guardian"			"Temple Guardian"
			
			"npc_dota_friendly_bristleback"				"Jungtrall"
			"npc_dota_friendly_bristleback_son"			"Brigwyr"
			"npc_dota_bristleback_grandpa"				"Sathington"
			
			"npc_dota_creature_sand_king"				"Rhyzik"
			"npc_dota_sand_king_sandstorm"				"Rhyzik's Sandstorm"
			"npc_dota_creature_catapult"				"Linebreaker Catapult"
			"npc_dota_assault_melee_rax"				"Footman Barracks"
			"npc_dota_assault_ranged_rax"				"Mage Barracks"
			"npc_dota_assault_bad_melee_creep"			"Buzzick Footman"
			"npc_dota_assault_bad_ranged_creep"			"Buzzick Mage"
			"npc_dota_dire_assault_captain"				"Buzzick Captain"
			"npc_dota_assault_good_melee_creep"			"Kalabor Footman"
			"npc_dota_assault_good_ranged_creep"		"Kalabor Mage"
			
			"npc_dota_burrower_mound"					"Windswept Mound"
			"npc_dota_creature_living_treasure"			"Lonely Scarab"
			
			
			"npc_dota_desert_townfolk_1"				"Wellum Potes"
			"npc_dota_desert_townfolk_2"				"Marica Basil"
			"npc_dota_desert_townfolk_3"				"Pip Bon Aire"
			"npc_dota_desert_townfolk_4"				"Hathe Moonie"
			"npc_dota_desert_townfolk_5"				"Ed Moor"
			"npc_dota_desert_townfolk_6"				"Kane Istan"
			"npc_dota_desert_townfolk_7"				"Donce Cesa"
			
			"npc_dota_injured_contact"					"Theod"
			"npc_dota_creature_invoker"					"The Dark Magus"
			"npc_dota_temple_wisp"						"Aibi"
			
			"npc_dota_fire_trap_ward_unified"			"Arcane Fire Trap"
			"npc_dota_fire_trap_ward"					"Arcane Fire Trap"
			"npc_dota_stone_trap_ward"					"Arrow Trap"
			"npc_dota_poisoncloud_trap_ward"			"Poison Trap"
			
			"npc_dota_forest_holdout_gate"				"Gate"
			"npc_dota_dungeon_checkpoint"				"Checkpoint"
			"npc_dota_forest_camp_small_tent"				"Tent"
			"npc_dota_forest_camp_medium_tent"				"Tent"
			"npc_dota_forest_camp_fade_top_tent"			"Tent"
			"npc_dota_forest_holdout_fence"				"Stockade"
			"npc_dota_forest_assault_fence"				"Stockade"
			
			"npc_dota_forest_camp_melee_creep_1"			"Footman"
			"npc_dota_forest_camp_melee_creep_2"			"Footman"
			"npc_dota_forest_camp_melee_creep_3"			"Footman"
			"npc_dota_forest_camp_melee_creep_4"			"Footman"
			"npc_dota_forest_camp_melee_creep_5"			"Footman"
			
			
		
		//------------------------------------------------------------
		// ABILITIES
		//------------------------------------------------------------
		"DOTA_Tooltip_ability_holdout_shackleshot"									"Shackleshot"
		"DOTA_Tooltip_ability_holdout_shackleshot_Description"						"Shackles the target to enemy units or a tree in a line directly behind it.  If no unit or tree is present, the stun duration is reduced to 0.75.  <font color='#70EA72'>If a shackle is made to a second unit, the shackle will bounce and continue behind that unit, until the max count is reached or no unit or tree is found.</font>"
		"DOTA_Tooltip_ability_holdout_shackleshot_Lore"								"Windranger's variety of bow skills includes an arrow with thick ropes attached to encumber any escaping target."
		"DOTA_Tooltip_ability_holdout_shackleshot_shackle_count"						"<font color='#70EA72'>SHACKLE COUNT:</font>"
		"DOTA_Tooltip_ability_holdout_shackleshot_Note0"								"This spell can shackle two enemies together, stunning them both."
		"DOTA_Tooltip_ability_holdout_shackleshot_Note1"								"Can shackle the target to an enemy unit or tree at most 525/500 behind it."
		"DOTA_Tooltip_ability_holdout_shackleshot_Note2"								"Shackleshot cannot be disjointed."
		"DOTA_Tooltip_ability_holdout_shackleshot_stun_duration"						"<font color='#70EA72'>SHACKLE DURATION:</font>"
		"DOTA_Tooltip_ability_holdout_windrun"										"Windrun"
		"DOTA_Tooltip_ability_holdout_windrun_Description" 							"Increases movement speed and adds evasion from all physical attacks, while slowing movement of nearby enemies."
		"DOTA_Tooltip_ability_holdout_windrun_Lore"									"True to her namesake, Lyralei enchants gusts of winds to flight incoming attacks."
		"DOTA_Tooltip_ability_holdout_windrun_Note0"									"The slow will affect enemies with magic immunity."
		"DOTA_Tooltip_ability_holdout_windrun_Note1"									"Windrun will not evade projectiles that were created before it was activated."
		"DOTA_Tooltip_ability_holdout_windrun_enemy_movespeed_bonus_pct"				"%<font color='#70EA72'>ENEMY SLOW:</font>"
		"DOTA_Tooltip_ability_holdout_windrun_movespeed_bonus_pct"					"%MOVE SPEED BONUS:"
		"DOTA_Tooltip_ability_holdout_windrun_duration"								"<font color='#70EA72'>DURATION:</font>"
		"DOTA_Tooltip_ability_holdout_windrun_radius"								"<font color='#70EA72'>RADIUS:</font>"
		"DOTA_Tooltip_ability_holdout_focusfire"										"Zephyr"
		"DOTA_Tooltip_ability_holdout_focusfire_Description" 						"Windranger channels the wind, gaining maximum attack speed, although with reduced damage, including damage from Unique Attack Modifiers and item effects. <font color='#70EA72'>With each attack, Windranger has a chance to fire an additional arrow at a target within a radius of the attacked unit. Lasts 20 seconds.</font>"
		"DOTA_Tooltip_ability_holdout_focusfire_Lore"								"Lyralei's ability to bombard opponents with a flurry of arrows is unparalleled - even at the expense of accuracy."
		"DOTA_Tooltip_ability_holdout_focusfire_Note0"								"Can target buildings and magic immune units."
		"DOTA_Tooltip_ability_holdout_focusfire_focusfire_damage_reduction" 			"%DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_holdout_focusfire_bonus_arrow_chance" 				"%<font color='#70EA72'>BONUS ARROW CHANCE:</font>"
		"DOTA_Tooltip_ability_holdout_focusfire_bonus_arrow_radius" 				"<font color='#70EA72'>BONUS ARROW RADIUS:</font>"
		"DOTA_Tooltip_ability_holdout_focusfire_bonus_arrows" 						"<font color='#70EA72'>BONUS ARROWS:</font>"

		"DOTA_Tooltip_ability_holdout_glacier_arrows"									"Frost Arrows"
		"DOTA_Tooltip_ability_holdout_glacier_arrows_Description"						"Adds a freezing effect to Drow's attacks, slowing enemy movement.\n\nFrost Arrows is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers."
		"DOTA_Tooltip_ability_holdout_glacier_arrows_Lore"								"Ice-encased arrows pierce the silence, chilling their victims to the core."
		"DOTA_Tooltip_ability_holdout_glacier_arrows_Note0"								"The slow duration is refreshed on successive casts."
		"DOTA_Tooltip_ability_holdout_glacier_arrows_frost_arrows_movement_speed"		"%MOVE SPEED:"
		"DOTA_Tooltip_ability_holdout_glacier_arrows_slow_duration"						"SLOW DURATION:"

		"DOTA_Tooltip_ability_holdout_multishot"										"Quelling Shot"
		"DOTA_Tooltip_ability_holdout_multishot_Description"							"<font color='#70EA72'>Drow's arrow splits in front of her in a cone shape, dealing less damage but cleaving multiple targets.  If Frost Arrows is activated, Quelling Shot's arrows will be converted to Frost Arrows, increasing the mana cost per arrow.</font>\n\nQuelling Shot is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers."
		"DOTA_Tooltip_ability_holdout_multishot_arrow_range"							"RANGE:"
		"DOTA_Tooltip_ability_holdout_multishot_arrow_count"							"ARROW COUNT:"
		"DOTA_Tooltip_ability_holdout_multishot_damage_reduction_pct"					"%DAMAGE REDUCTION:"

		"DOTA_Tooltip_ability_holdout_marksmanship"									"Marksmanship"
		"DOTA_Tooltip_ability_holdout_marksmanship_Description"						"Drow's experiences in battle improve her accuracy and effectiveness in combat, providing a passive bonus to Agility. <font color='#70EA72'>Grants no bonus if there are enemy creatures within an area of effect.</font>"
		"DOTA_Tooltip_ability_holdout_marksmanship_Lore"							"The Drow Ranger is the epitome of archery prowess."
		"DOTA_Tooltip_ability_holdout_marksmanship_marksmanship_agility_bonus"		"BONUS AGILITY:"
		"DOTA_Tooltip_ability_holdout_marksmanship_radius"							"<font color='#70EA72'>RADIUS:</font>"

		"DOTA_Tooltip_ability_holdout_storm_bolt"									"Storm Hammer"
		"DOTA_Tooltip_ability_holdout_storm_bolt_Description"						"Sven unleashes his magical gauntlet that deals damage and stuns enemy units."
		"DOTA_Tooltip_ability_holdout_storm_bolt_Lore"								"The Rogue Knight's iron gauntlet, taken from the school of his father, strikes his foes to their core."
		"DOTA_Tooltip_ability_holdout_storm_bolt_Note0"								"Storm Hammer can only be disjointed by going invisible."
		"DOTA_Tooltip_ability_holdout_storm_bolt_bolt_stun_duration"				"DURATION:"
		"DOTA_Tooltip_ability_holdout_storm_bolt_bolt_aoe"							"RADIUS:"
	
		"DOTA_Tooltip_ability_holdout_great_cleave"									"Great Cleave"
		"DOTA_Tooltip_ability_holdout_great_cleave_Description"						"Sven strikes with great force, cleaving all nearby enemy units with his attack."
		"DOTA_Tooltip_ability_holdout_great_cleave_Lore"							"The Vigil Knights still seek to reclaim the stolen Outcast Blade from Sven, a weapon capable of cutting wide swaths through lesser warriors."
		"DOTA_Tooltip_ability_holdout_great_cleave_Note0"							"Cleave damage is reduced by armor type but not by armor value."
		"DOTA_Tooltip_ability_holdout_great_cleave_Note1"							"Cleave damage goes through magic immunity."
		"DOTA_Tooltip_ability_holdout_great_cleave_Note2"							"The cleave damages a circular area in front of Sven."
		"DOTA_Tooltip_ability_holdout_great_cleave_great_cleave_damage"				"%CLEAVE DAMAGE:"
		"DOTA_Tooltip_ability_holdout_great_cleave_great_cleave_radius"				"RADIUS:"
		"DOTA_Tooltip_ability_holdout_great_cleave_great_cleave_notes"				"Notes:\n\nCleave damage is reduced by armor type but not by armor value.\n\nCleave damage goes through magic immunity.\n\nThe cleave damages a circular area in front of Sven."

		"DOTA_Tooltip_ability_dungeon_sven_great_cleave"							"Great Cleave"
		"DOTA_Tooltip_ability_dungeon_sven_great_cleave_Description"				"Sven strikes with great force, cleaving all nearby enemy units with his attack."
		"DOTA_Tooltip_ability_dungeon_sven_great_cleave_Lore"						"The Vigil Knights still seek to reclaim the stolen Outcast Blade from Sven, a weapon capable of cutting wide swaths through lesser warriors."
		"DOTA_Tooltip_ability_dungeon_sven_great_cleave_Note0"						"Cleave damage is reduced by armor type but not by armor value."
		"DOTA_Tooltip_ability_dungeon_sven_great_cleave_Note1"						"Cleave damage goes through spell immunity."
		"DOTA_Tooltip_ability_dungeon_sven_great_cleave_Note2"						"The cleave damages a circular area in front of Sven."
		"DOTA_Tooltip_ability_dungeon_sven_great_cleave_great_cleave_damage"		"%CLEAVE DAMAGE:"
		
		"DOTA_Tooltip_ability_holdout_warcry"										"Warcry"
		"DOTA_Tooltip_ability_holdout_warcry_Description"							"Sven's Warcry heartens his allies for battle, increasing their movement speed and armor."
		"DOTA_Tooltip_ability_holdout_warcry_Lore"									"Calling a few lines from the Vigil Codex fortifies Sven's obedience to his rogue code. So poetic!"
		"DOTA_Tooltip_ability_holdout_warcry_Note0"									"Fully stacks with other armor and speed granting abilities."
		"DOTA_Tooltip_ability_holdout_warcry_warcry_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_holdout_warcry_warcry_armor"							"BONUS ARMOR:"
		"DOTA_Tooltip_ability_holdout_warcry_warcry_movespeed"						"%<font color='#70EA72'>BONUS SPEED:</font>"
		"DOTA_Tooltip_ability_holdout_warcry_warcry_duration"						"<font color='#70EA72'>DURATION:</font>"
		"DOTA_Tooltip_ability_holdout_warcry_warcry_notes"							"Notes:\n\nFully stacks with other bonus armor auras from items.\n\nFully stacks with other abilities and items that give a bonus to movement speed."
		
		"DOTA_Tooltip_ability_holdout_gods_strength"								"God's Strength"
		"DOTA_Tooltip_ability_holdout_gods_strength_Description"					"<font color='#70EA72'>Sven gains bonus strength and damage.  Upon killing an enemy unit while under the effects of God's Strength, all of Sven's ability cooldowns are reduced.  This effect can occur an unlimited amount of times.</font>"
		"DOTA_Tooltip_ability_holdout_gods_strength_Lore"							"With the strength that shattered the Sacred Helm, the Rogue Knight stands unopposed in melee combat."
		"DOTA_Tooltip_ability_holdout_gods_strength_bonus_strength"					"BONUS STRENGTH:"
		"DOTA_Tooltip_ability_holdout_gods_strength_cooldown_reduction_per_kill"	"COOLDOWN REDUCTION PER KILL:"
		"DOTA_Tooltip_ability_holdout_gods_strength_gods_strength_damage"			"%BONUS DAMAGE:"

