"lang"
{
	"Language"		"danish"
		"DOTA_Tooltip_ability_holdout_voodoo_Note1"								"Målet vil have en grundlæggende bevægelseshastighed på 100, men buffs, der giver maksimal bevægelseshastighed vil ikke blive desaktiveret."
		"DOTA_Tooltip_ability_holdout_voodoo_Note2"								"Hex deaktiverer skade-blokering og undvigelse."
		"DOTA_Tooltip_ability_holdout_voodoo_duration"							"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_voodoo_radius"							"<font color='#70EA72'>RADIUS:</font>"
		"DOTA_Tooltip_ability_holdout_shackles"									"Shackles"
		"DOTA_Tooltip_ability_holdout_shackles_Description"						"KANALISERET - Binder en fjendtlig enhed med magiske bånd så den ikke kan bevæge sig eller angribe, alt imens den tager skade over tid."
		"DOTA_Tooltip_ability_holdout_shackles_Lore"								"En selvforsvarsbesværgelse. Rhasta udviklede lænkerne, efter hans herre var blevet slået ihjel ved de Blødende Bakker."
		"DOTA_Tooltip_ability_holdout_shadowraze1"									"Shadowraze"
		"DOTA_Tooltip_ability_holdout_shadowraze1_Description"						"Shadow Fiend raserer området foran ham og gør skade på fjendtlige enheder inden for et område."
		"DOTA_Tooltip_ability_holdout_shadowraze1_Lore"								"Nevermores varemærke indenfor sjælehøstning."
		"DOTA_Tooltip_ability_holdout_shadowraze1_shadowraze_range"					"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_holdout_shadowraze2"									"Shadowraze"
		"DOTA_Tooltip_ability_holdout_shadowraze2_Description"						"Shadow Fiend raserer området foran ham og gør skade på fjendtlige enheder inden for et område."
		"DOTA_Tooltip_ability_holdout_shadowraze2_Lore"								"Nevermores varemærke indenfor sjælehøstning."
		"DOTA_Tooltip_ability_holdout_shadowraze2_shadowraze_range"					"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_holdout_shadowraze3"									"Shadowraze"
		"DOTA_Tooltip_ability_holdout_shadowraze3_Description"						"Shadow Fiend raserer området foran ham og gør skade på fjendtlige enheder inden for et område."
		"DOTA_Tooltip_ability_holdout_shadowraze3_Lore"								"Nevermores varemærke indenfor sjælehøstning."
		"DOTA_Tooltip_ability_holdout_shadowraze3_shadowraze_range"					"RÆKKEVIDDE:"

		"DOTA_Tooltip_ability_holdout_spell_steal"									"Spell Steal"
		"DOTA_Tooltip_ability_holdout_spell_steal_Lore"								"...men selv deres mindre magier kan bruges til større formål."
		"DOTA_Tooltip_ability_holdout_spell_steal_Note0"							"Kan ikke stjæle genstandsevner."
		"DOTA_Tooltip_ability_holdout_spell_steal_duration"							"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_spell_steal_cooldown_scepter"					"NEDKØLING (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_spell_steal_aghanim_description"				"Reducerer nedkøling, øger kasterækkevidde og opgraderer besværgelsen til sin Scepter-udgave."
		
		"DOTA_Tooltip_ability_holdout_gush"											"Gush"
		"DOTA_Tooltip_ability_holdout_gush_Lore"										"Under sit herredømme over de Sunkne Øer, vandt Leviathan beherskelse af det åbne hav."
		"DOTA_Tooltip_ability_holdout_gush_armor_bonus"								"RUSTNINGSREDUKTION:"
		"DOTA_Tooltip_ability_holdout_gush_duration"								"VARIGHED:"

		"DOTA_Tooltip_ability_holdout_culling_blade"										"Culling Blade"
		"DOTA_Tooltip_ability_holdout_culling_blade_Lore"									"Mogul Khan er legemliggørelsen af kamp og raseri, som kaster sig ind i et grusomt dødsfald mod dem, som vover at gå i kamp mod Axe."
		"DOTA_Tooltip_ability_holdout_culling_blade_Note0"									"Det dræbende slag går gennem magisk immunitet."
		"DOTA_Tooltip_ability_holdout_culling_blade_radius"									"<font color='#70EA72'>RADIUS:</font>"
		"DOTA_Tooltip_ability_holdout_culling_blade_kill_threshold"							"DRABSTÆRSKEL:"
		"DOTA_Tooltip_ability_holdout_culling_blade_kill_threshold_scepter"					"DRABSTÆRSKEL (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_culling_blade_damage"									"SKADE:"
		"DOTA_Tooltip_ability_holdout_culling_blade_speed_aoe"								"HASTIGHEDSRADIUS:"
		"DOTA_Tooltip_ability_holdout_culling_blade_speed_duration"							"HASTIGHEDSVARIGHED:"
		"DOTA_Tooltip_ability_holdout_culling_blade_speed_duration_scepter"					"HASTIGHEDSVARIGHED (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_glacier_arrows"									"Frost Arrows"
		"DOTA_Tooltip_ability_holdout_glacier_arrows_Description"						"Føjer en forfrysende effekt til Drow Rangers angreb, som hæmmer fjenders bevægelse. <font color='#70EA72'>Enheder skubbes tilbage af det første angreb.</font>\n\nFrost Arrows er en unik angrebsændring og kan ikke stables med andre unikke angrebsændringer."
		"DOTA_Tooltip_ability_holdout_glacier_arrows_Lore"								"Isindkapslede pile gennembryder stilheden og isner deres ofre helt ind til kernen."
		"DOTA_Tooltip_ability_holdout_glacier_arrows_Note0"								"Hæmningsvarigheden fornys ved efterfølgende kastninger."
		"DOTA_Tooltip_ability_holdout_glacier_arrows_frost_arrows_movement_speed"		"%BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_holdout_glacier_arrows_duration"							"<font color='#70EA72'>TILBAGESKUBVARIGHED:</font>"
		"DOTA_Tooltip_ability_holdout_glacier_arrows_slow_duration"						"HÆMNINGSVARIGHED:"
		"DOTA_Tooltip_ability_holdout_glacier_arrows_knockback_distance"				"<font color='#70EA72'>TILBAGESKUBAFSTAND:</font>"

		"DOTA_Tooltip_ability_holdout_multishot"										"Quelling Shot"
		"DOTA_Tooltip_ability_holdout_multishot_Description"							"<font color='#70EA72'>Drows pil splitter sig til flere pile i en kegleform foran hende, hvilket gør mindre skade men rammer flere mål. Hver pil kan kun ramme et mål én gang. Hvis Frost Arrows er aktiveret, bliver pilene fra Quelling Shot omdannet til frostpile, hvilket øger mana-omkostningen per pil.</font>\n\nQuelling Shot er en unik angrebsændring og kan ikke stables med andre unikke angrebsændringer."
		"DOTA_Tooltip_ability_holdout_multishot_arrow_range"							"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_holdout_multishot_arrow_count"							"ANTAL PILE:"
		"DOTA_Tooltip_ability_holdout_multishot_damage_reduction_pct"					"%SKADEREDUKTION:"

		"DOTA_Tooltip_ability_holdout_marksmanship"									"Marksmanship"
		"DOTA_Tooltip_ability_holdout_marksmanship_Description"						"Drows kamperfaring forbedrer hendes nøjagtighed og effektivitet i kamp, hvilket giver en passiv bonus til agilitet. <font color='#70EA72'>Giver ingen bonus, hvis der er fjendtlige helte inden for en evnens radius.</font>"
		"DOTA_Tooltip_ability_holdout_marksmanship_Lore"							"Drow Ranger er indbegrebet af bueskydningsdygtighed."
		"DOTA_Tooltip_ability_holdout_marksmanship_marksmanship_agility_bonus"		"BONUS-AGILITET:"
		"DOTA_Tooltip_ability_holdout_marksmanship_radius"							"<font color='#70EA72'>RADIUS:</font>"
		

		"DOTA_Tooltip_ability_holdout_blade_fury"									"Blade Fury"
		"DOTA_Tooltip_ability_holdout_blade_fury_Note0"								"Denne evne påvirker ikke mekaniske enheder."
		"DOTA_Tooltip_ability_holdout_blade_fury_Note1"								"Du kan bruge genstande under Blade Fury."
		"DOTA_Tooltip_ability_holdout_blade_fury_Note2"								"Hvis en enhed ikke påvirkes af Blade Fury, kan Juggernaut udføre normale angreb mod denne enhed."
		"DOTA_Tooltip_ability_holdout_blade_fury_blade_fury_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_holdout_blade_fury_damage"							"SKADE:"
		"DOTA_Tooltip_ability_holdout_blade_fury_duration"							"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_omnislash"									"Secret Blade"
		"DOTA_Tooltip_ability_holdout_omnislash_image_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_holdout_omnislash_range"								"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_holdout_omnislash_bonus_damage"						"BONUS-SKADE:"

		"DOTA_Tooltip_ability_holdout_storm_bolt"									"Storm Hammer"
		"DOTA_Tooltip_ability_holdout_storm_bolt_Description"						"Sven slipper sin magiske stridshandske løs, hvilket gør skade og lammer fjendtlige enheder."
		"DOTA_Tooltip_ability_holdout_storm_bolt_Note0"								"Storm Hammer kan kun undviges ved at blive usynlig."
		"DOTA_Tooltip_ability_holdout_storm_bolt_bolt_stun_duration"				"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_storm_bolt_bolt_aoe"							"RADIUS:"
	
		"DOTA_Tooltip_ability_holdout_great_cleave"									"Great Cleave"
		"DOTA_Tooltip_ability_holdout_great_cleave_Description"						"Sven slår med stor kraft, hvilket deler skaden mellem alle fjendtlige enheder i nærheden, når han angriber."
		"DOTA_Tooltip_ability_holdout_great_cleave_Lore"							"De Vagtsomme Riddere agter stadig at genvinde den Udstødte Klinge fra Sven; et våben, som er i stand til at skære gennem større grupper af mindreværdige krigere."
		"DOTA_Tooltip_ability_holdout_great_cleave_Note0"							"Kløveskade reduceres af rustningstypen men ikke af rustningsværdien."
		"DOTA_Tooltip_ability_holdout_great_cleave_Note1"							"Kløveskade går gennem magisk immunitet."
		"DOTA_Tooltip_ability_holdout_great_cleave_Note2"							"Kløvelsen skader i et cirkulært område foran Sven."
		"DOTA_Tooltip_ability_holdout_great_cleave_great_cleave_damage"				"%KLØVESKADE:"
		"DOTA_Tooltip_ability_holdout_great_cleave_great_cleave_radius"				"RADIUS:"
		"DOTA_Tooltip_ability_holdout_great_cleave_great_cleave_notes"				"Bemærkninger:\n\nKløveskade reduceres af rustningstypen men ikke af rustningsværdien.\n\nKløveskade går gennem magisk immunitet.\n\nKløvelsen skader i et cirkulært område foran Sven."
		
		"DOTA_Tooltip_ability_holdout_warcry"										"Warcry"
		"DOTA_Tooltip_ability_holdout_warcry_Description"							"Svens kampråb motiverer hans allierede til kamp, hvilket forøger deres bevægelseshastighed og rustning."
		"DOTA_Tooltip_ability_holdout_warcry_Lore"									"Ved at fremsige nogle få verslinjer fra det Vagtsomme Kodeks, styrker Sven sin lydighed over for sine uregerlige regler. Så poetisk!"
		"DOTA_Tooltip_ability_holdout_warcry_Note0"									"Stabler fuldt med andre rustnings- og hastighedsgivende evner."
		"DOTA_Tooltip_ability_holdout_warcry_warcry_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_holdout_warcry_warcry_armor"							"BONUS-RUSTNING:"
		"DOTA_Tooltip_ability_holdout_warcry_warcry_movespeed"						"%<font color='#70EA72'>BONUS-HASTIGHED:</font>"
		"DOTA_Tooltip_ability_holdout_warcry_warcry_duration"						"<font color='#70EA72'>VARIGHED:</font>"
		"DOTA_Tooltip_ability_holdout_gods_strength"								"God's Strength"
		"DOTA_Tooltip_ability_holdout_gods_strength_Lore"							"Med styrken, som knuste den Hellige Hjelm, står den Uregerlige Ridder uden modkandidat i nærkamp."
		"DOTA_Tooltip_ability_holdout_gods_strength_bonus_strength"					"BONUS-STYRKE:"
		"DOTA_Tooltip_ability_holdout_gods_strength_cooldown_reduction_per_kill"	"NEDKØLINGSREDUKTION PER DRAB:"
		"DOTA_Tooltip_ability_holdout_gods_strength_gods_strength_damage"			"%BONUS-SKADE:"

		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale"									"Scourge Gale"
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_Description"						"Affyrer en giftbold i en lige linje, som forgifter fjendtlige enheder således, at de både tager begyndelsesskade og skade over tid samtidig med, at de lider under hæmmet bevægelse. Venomous Gale gør skade hvert 3. sekund under sin varighed."
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_Lore"							"En blanding af forskellige stik, gifte og toksiner samlet fra junglerne på Jidi-øen; ofre, der overlever den, er sjældne."
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_gale_Note0"							"Enheder påvirket af Venomous Gale kan nægtes, når deres HP ryger under 25%."
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_Note1"							"Varighedsskade gøres hvert 3. sekund."
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_Note2"							"Hæmningen begynder ved 50% og formindskes over tid."
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_strike_damage"					"SLAGSKADE:"
		"DOTA_Tooltip_ability_holdout_scourge_venomous_gale_tick_damage"						"SKADE OVER TID:"
		"DOTA_Tooltip_modifier_holdout_scourge_gale"								"Scourge Gale"
		"DOTA_Tooltip_modifier_holdout_scourge_gale_Description"					"Hæmmet og tager skade over tid."
		"DOTA_Tooltip_ability_holdout_scourge_ward"									"Scourge Ward"
		"DOTA_Tooltip_ability_holdout_scourge_ward_Lore"								"En blanding af hans gamle urtekyndige talenter og nyfundne giftige snilde skaber en levende legemliggørelse af pest."
		"DOTA_Tooltip_ability_holdout_scourge_ward_duration"							"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_scourge_ward_ward_hp_tooltip"					"WARD-HP:"
		"DOTA_Tooltip_ability_holdout_scourge_ward_ward_damage_tooltip"				"WARD-SKADE:"
		"DOTA_Tooltip_ability_holdout_poison_nova"									"Poison Nova"
		"DOTA_Tooltip_ability_holdout_poison_nova_Lore"								"I Syre-junglerne er det almindeligt, at væsener frigiver skadelig syre mod deres angribere; Venomancer spreder denne pest ud over Jidi-øen."
		"DOTA_Tooltip_ability_holdout_poison_nova_Note0"							"Poison Nova kan ikke gøre dræbende skade (mål vil beholde 1 HP)."
		"DOTA_Tooltip_ability_holdout_poison_nova_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_holdout_poison_nova_duration"							"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_poison_nova_damage"							"SKADE:"
		"DOTA_Tooltip_ability_holdout_poison_nova_duration_scepter"					"VARIGHED (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_poison_nova_damage_scepter"					"SKADE (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_poison_nova_cooldown_scepter"					"NEDKØLING (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_poison_nova_aghanim_description"				"Øger skade og varighed og reducerer nedkøling."

		"DOTA_Tooltip_ability_holdout_shockwave"								"Shockwave"
		"DOTA_Tooltip_ability_holdout_shockwave_Description"					"Magnus udsender en kraftbølge, hvilket skader fjendtlige enheder i en linje."
		"DOTA_Tooltip_ability_holdout_shockwave_Lore"							"Mt. Joerlak var en nogenlunde ustabil masse, og Magnus har lært at dirigere dens efterklange."
		"DOTA_Tooltip_ability_holdout_shockwave_shock_damage"					"SKADE:"
		"DOTA_Tooltip_ability_holdout_shockwave_shock_distance"					"AFSTAND:"
		"DOTA_Tooltip_ability_holdout_friendly_skewer_range"					"AFSTAND:"
		"DOTA_Tooltip_ability_holdout_friendly_skewer_skewer_speed"				"HASTIGHED:"
		"DOTA_Tooltip_ability_holdout_reverse_polarity"							"Reverse Polarity"
		"DOTA_Tooltip_ability_holdout_reverse_polarity_Description"				"Magnus ændrer på materiers egenskaber, hvorved han suger alle fjendtlige enheder ind foran sig, lammer dem med et kraftigt slag og gør skade."
		"DOTA_Tooltip_ability_holdout_reverse_polarity_Lore"					"Magnus kæmper med den udbrydende Mt. Joerlaks raseri."
		"DOTA_Tooltip_ability_holdout_reverse_polarity_Note0"					"Evnens disable og pull går gennem magisk immunitet."
		"DOTA_Tooltip_ability_holdout_reverse_polarity_pull_radius"				"TRÆKRADIUS:"
		"DOTA_Tooltip_ability_holdout_reverse_polarity_polarity_damage"			"<font color='#70EA72'>SKADE:</font>"
		"DOTA_Tooltip_ability_holdout_reverse_polarity_creep_stun_duration"		"LAMMELSESVARIGHED (KRYB):"

		"DOTA_Tooltip_ability_holdout_gladiators_unite"							"Gladiators, Unite!"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_Description"				"<font color='#70EA72'>Legion Commander kalder sine allierede sammen til at kæmpe i en arena. Hver allierede helt, der befinder sig inde i arenaen, giver ekstra skade, rustning og livsstjæl til alle i arenaen.</font>"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_bonus_armor_per_hero"	"BONUS-RUSTNING PER HELT:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_bonus_damage_per_hero"	"BONUS-SKADE PER HELT:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_lifesteal_per_hero"		"%LIVSSTJÆL PER HELT:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_duration"				"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_scepter_duration"		"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_scepter_cooldown_reduction"		"NEDKØLINGSREDUKTION:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_scepter_damage_reduction_pct"		"%SKADEREDUKTION:"
		"DOTA_Tooltip_modifier_holdout_gladiators_unite"						"Gladiators, Unite!"
		"DOTA_Tooltip_modifier_holdout_gladiators_unite_Description"			"Modtager %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% bonusrustning, %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% bonusskade og %dMODIFIER_PROPERTY_TOOLTIP%%% livsstjæl fra fysiske angreb."

		"DOTA_Tooltip_ability_holdout_dragon_slave"											"Dragon Slave"
		"DOTA_Tooltip_ability_holdout_dragon_slave_Description"								"Lina kanaliserer dragens ånde og sender en bølge af ild af sted, som svider enhver fjende på sin vej."
		"DOTA_Tooltip_ability_holdout_dragon_slave_Lore"									"I den svedne ufrugtbare strækning, Misrule, lærte Lina at manipulere med dem flammende ørken-wyrms ånde som en slags underholdning."
		"DOTA_Tooltip_ability_holdout_dragon_slave_Note0"									"Dragon Slave kan ramme fjender op til 1225 enheder væk."
		"DOTA_Tooltip_ability_holdout_light_strike_array"									"Light Strike Array"
		"DOTA_Tooltip_ability_holdout_light_strike_array_Description"						"Fremmaner en kolonne af flammer, som skader og lammer fjender."
		"DOTA_Tooltip_ability_holdout_light_strike_array_Lore"								"Linas essens gør hende i stand til at fokusere solens energi, hvilket får luften til at bryde i flammer, som det passer hende."
		"DOTA_Tooltip_ability_holdout_light_strike_array_Note0"								"Light Strike Array ødelægger træer i det ramte område."
		"DOTA_Tooltip_ability_holdout_light_strike_array_light_strike_array_aoe"			"RADIUS:"
		"DOTA_Tooltip_ability_holdout_light_strike_array_light_strike_array_stun_duration"	"LAMMELSESVARIGHED:"
		"DOTA_Tooltip_ability_holdout_light_strike_array_light_strike_array_delay_time"		"KASTEFORSINKELSE:"
		"DOTA_Tooltip_ability_holdout_fiery_soul"											"Blazing Soul"
		"DOTA_Tooltip_ability_holdout_fiery_soul_Description"								"Giver ekstra angrebs- og bevægelseshastighed samt <font color='#70EA72'>reduceret kastetid</font> hver gang, Lina kaster en besværgelse. Stabler med sig selv."
		"DOTA_Tooltip_ability_holdout_fiery_soul_Lore"										"Dansende flammer rummer Linas kåde natur, som fører hendes sande flammende jeg frem."
		"DOTA_Tooltip_ability_holdout_fiery_soul_Note0"										"Varigheden fornys hver gang, der bruges en ny besværgelse."
		"DOTA_Tooltip_ability_holdout_fiery_soul_Note1"										"Brug af genstande udløser ikke Fiery Soul."
		"DOTA_Tooltip_ability_holdout_fiery_soul_fiery_soul_attack_speed_bonus"				"ANGREBSHASTIGHEDSBONUS:"
		"DOTA_Tooltip_ability_holdout_fiery_soul_fiery_soul_move_speed_bonus"				"%BONUS-BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_holdout_fiery_soul_fiery_soul_max_stacks"						"<font color='#70EA72'>MAKS. ANTAL STABLINGER:</font>"
		"DOTA_Tooltip_ability_holdout_fiery_soul_duration"									"<font color='#70EA72'>VARIGHED:</font>"
		"DOTA_Tooltip_modifier_holdout_fiery_soul"											"Blazing Soul"
		"DOTA_Tooltip_modifier_holdout_fiery_soul_Description"								"Angrebshastighed øget med %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, bevægelseshastighed med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% og kastetid reduceret med %fMODIFIER_PROPERTY_TOOLTIP%."
		
		"DOTA_Tooltip_ability_holdout_arcane_aura"							"Arcane Aura"
		"DOTA_Tooltip_ability_holdout_arcane_aura_Note0"						"Stabler med andre faste mana-regenereringsbonusser."
		"DOTA_Tooltip_ability_holdout_arcane_aura_Note1"						"Den faste mana-regenereringsbonus tages ikke med i beregning af procentvise mana-regenereringsforøgelser."
		"DOTA_Tooltip_ability_holdout_arcane_aura_mana_regen"				"MANA-REGEN-BONUS:"
		"DOTA_Tooltip_modifier_holdout_arcane_aura_self_aura_effect"				"Arcane Aura"
		"DOTA_Tooltip_modifier_holdout_arcane_aura_self_aura_effect_Description"	"Tilføjer %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana-regenerering"
		"DOTA_Tooltip_modifier_holdout_arcane_aura_aura_effect"				"Arcane Aura"
		"DOTA_Tooltip_modifier_holdout_arcane_aura_aura_effect_Description"	"Tilføjer %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana-regenerering"

		"DOTA_Tooltip_ability_holdout_caustic_finale"									"Caustic Finale"
		"DOTA_Tooltip_ability_holdout_caustic_finale_Lore"								"En indsprøjtning fra Crixalis gør én skrøbelig og lige så tør som de udtørrede ødemarker – med fare for en implosiv død."
		"DOTA_Tooltip_ability_holdout_caustic_finale_Note0"							"Enheder, under effekterne af debuff'en, vil eksplodere selv hvis Sand King ikke leverede det dræbende stød."
		"DOTA_Tooltip_ability_holdout_caustic_finale_Note1"							"Buff'en placeres ikke på allierede enheder."
		"DOTA_Tooltip_ability_holdout_caustic_finale_caustic_finale_radius"			"RADIUS:"
		"DOTA_Tooltip_ability_holdout_Caustic_finale_caustic_finale_duration"			"VARIGHED:"

		"DOTA_Tooltip_ability_holdout_static_remnant"								"Static Remnant"
		"DOTA_Tooltip_ability_holdout_static_remnant_Note0"							"Det tager 1 sekund for Remnants at materialisere sig, efter evnen bruges."
		"DOTA_Tooltip_ability_holdout_static_remnant_Note1"							"Remnants giver flyvende udsyn i løbet af deres varighed."
		"DOTA_Tooltip_ability_holdout_static_remnant_Note2"							"Eksplosionen rammer faktisk enheder i en radius på 260, men udløses kun i en radius på 235."
		"DOTA_Tooltip_ability_holdout_static_remnant_static_remnant_damage_radius"	"RADIUS:"
		"DOTA_Tooltip_ability_holdout_static_remnant_static_remnant_damage"			"SKADE:"
		"DOTA_Tooltip_ability_holdout_overload"										"Overload"
		"DOTA_Tooltip_ability_holdout_overload_Description"							"Når en besværgelse kastes, skabes en elektrisk ladning, som frigives i et udbrud ved det næste angreb. Udbruddet gør skade og hæmmer fjender i nærheden."
		"DOTA_Tooltip_ability_holdout_overload_Lore"								"Pow! Zip! Zap!"
		"DOTA_Tooltip_ability_holdout_overload_aoe"									"RADIUS:"
		"DOTA_Tooltip_ability_holdout_overload_tooltip_duration"					"<font color='#70EA72'>VARIGHED:</font>"
		"DOTA_Tooltip_ability_holdout_electric_vortex"								"Electric Vortex"
		"DOTA_Tooltip_ability_holdout_electric_vortex_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_holdout_electric_vortex_self_slow"					"HÆMNING:"
		"DOTA_Tooltip_ability_holdout_electric_vortex_radius"						"<font color='#70EA72'>RADIUS:</font>"
		"DOTA_Tooltip_ability_holdout_ball_lightning"								"Ball Lightning"
		"DOTA_Tooltip_ability_holdout_ball_lightning_Lore"							"Stormen kommer."
		"DOTA_Tooltip_ability_holdout_ball_lightning_Note0"						"Evner, der kastes øjeblikkeligt, kan bruges under rejsen."
		"DOTA_Tooltip_ability_holdout_ball_lightning_Note1"						"Denne evne vil ødelægge træer."
		"DOTA_Tooltip_ability_holdout_ball_lightning_Note2"						"Storm Spirit er usårlig under Ball Lightning."
		"DOTA_Tooltip_ability_holdout_ball_lightning_ball_lightning_move_speed"	"HASTIGHED:"
		"DOTA_Tooltip_ability_holdout_ball_lightning_ball_lightning_aoe"			"RADIUS:"
		"DOTA_Tooltip_ability_holdout_ball_lightning_ball_lightning_travel_cost_percent"		"%MANA-DRÆN PER ENHED:"

		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike"								"Shadow Strike"
		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike_Lore"							"Akashas forgiftede daggert gør hende i stand til at nyde hendes ofres langtrukne lidelser."
		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike_Note0"							"Den ramte enhed genopnår langsomt sin oprindelige bevægelseshastighed hvert sekund i løbet af varigheden."
		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike_Note1"							"Enheder, påvirket af Shadow Strike, kan nægtes af deres allierede, når deres HP ryger under 25%% af deres maksimale helbred."
		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike_strike_damage"					"SLAGSKADE:"
		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike_duration_damage"				"SKADE OVER TID:"
		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike_distance"						"AFSTAND:"
		"DOTA_Tooltip_ability_holdout_queenofpain_shadow_strike_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_holdout_qop_blink"											"Blink"
		"DOTA_Tooltip_ability_holdout_qop_blink_Description"								"Teleportering med kort distance, som gør Queen of Pain i stand til at rykke ind i og ud af kampen."
		"DOTA_Tooltip_ability_holdout_qop_blink_Lore"										"Den Hemmelige Dronning lever op til sin titel — hendes smerte er umulig at undslippe."
		"DOTA_Tooltip_ability_holdout_qop_blink_Note1"										"Du kan bruge Blink til at undvige indkommende projektiler."
		"DOTA_Tooltip_ability_holdout_qop_blink_blink_range"								"<font color='#70EA72'>RÆKKEVIDDE:</font>"
		"DOTA_Tooltip_ability_holdout_scream_of_pain"								"Scream Of Pain"
		"DOTA_Tooltip_ability_holdout_scream_of_pain_Description"					"Queen of Pain slipper et gennemtrængende skrig løs omkring sig, hvilket skader fjender i nærheden."
		"DOTA_Tooltip_ability_holdout_scream_of_pain_Lore"							"Akashas sensuelle stemme virker dragende på hendes modstandere og stjæler samtidigt deres sjæle."
		"DOTA_Tooltip_ability_holdout_scream_of_pain_Note0"							"Scream Of Pain kan ramme usynlige enheder."
		"DOTA_Tooltip_ability_holdout_scream_of_pain_Note1"							"Scream Of Pain kan ikke undviges."
		"DOTA_Tooltip_ability_holdout_scream_of_pain_area_of_effect"				"RADIUS:"
		"DOTA_Tooltip_ability_holdout_sonic_wave"									"Sonic Wave"
		"DOTA_Tooltip_ability_holdout_sonic_wave_Description"						"Skaber en gigantisk lydbølge foran Queen of Pain som gør stor skade på alle fjendtlige enheder i dens kølvand.\n\nOpgraderbar med Aghanim's Scepter."
		"DOTA_Tooltip_ability_holdout_sonic_wave_Lore"								"Den mest udsøgte af alle hendes smerter; Akashas soniske bølge gør en ende på hendes fjenders lidelser."
		"DOTA_Tooltip_ability_holdout_sonic_wave_Note0"								"Sonic Wave kan ramme fjender op til 1200 enheder væk."
		"DOTA_Tooltip_ability_holdout_sonic_wave_final_aoe"							"RADIUS:"
		"DOTA_Tooltip_ability_holdout_sonic_wave_damage"							"SKADE:"
		"DOTA_Tooltip_ability_holdout_sonic_wave_cooldown_scepter"					"<font color='#70EA72'>NEDKØLING (SCEPTER):</font>"
		"DOTA_Tooltip_ability_holdout_sonic_wave_damage_scepter"					"SKADE (SCEPTER):"
		"DOTA_Tooltip_ability_holdout_sonic_wave_aghanim_description"				"Øger skade og sænker nedkøling."

		"DOTA_Tooltip_Ability_Tower_Fortification"                   "Fortification"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout"					"Deflection"
		"DOTA_Tooltip_ability_templar_assassin_refraction_holdout_Lore"				"Ved at manipulere sit psykiske slør bøjer Lanaya naturens love, som hun lyster."
